,PSMs,F1.126.DMSO,F1.127N.DMSO,F1.127C.DMSO,F1.128N.MLN4924,F1.128C.MLN4924,F1.129N.MLN4924,F1.129C.CSN5i.R,F1.130N.CSN5i.R,F1.130C.CSN5i.R
SPTBN1,219,1.18005294325908,0.882183142719118,0.743730130624932,0.987459866067869,1.36121455689645,1.14876567164313,1.06748957286469,0.937994665189942,1.16973418747928
FASN,262,4.3432040158886,4.00657854474621,4.17430419312615,4.41365767014803,5.02039624521334,4.56360171333302,4.49167587956033,4.31928451522183,4.48879633881013
VCP,341,4.66562237579843,4.95799554553323,5.0150046855615,4.85400572774464,4.47896199046898,4.61367184544373,4.82967266356745,4.90158633908284,4.6696066263395
HSPD1,661,5.53898680339635,5.83556485843525,5.82020547053482,5.50308104619824,5.11010920286899,5.28749288375382,5.43960319262443,5.59118091414314,5.38096622034415
CLTC,265,4.25174374689906,3.93395346331722,3.88557809774671,4.10875413956013,4.85651634520147,4.36355237519872,4.23523259650314,4.08046355662263,4.33602461420042
TPR,217,4.39339418708646,4.46193869512952,4.56199964893932,4.4379751956618,3.88784270420082,4.28154381324602,4.26640182572371,4.47231081509476,4.17958710349302
HSPA8,650,5.19925723464701,5.55089358727871,5.44511883012034,5.37997800822962,4.70999328401511,5.07398137571212,5.27762004118524,5.39097196256119,5.22640521861585
DSP,180,3.96712631497733,3.81398718896821,3.63839758996483,4.1506404804852,4.24580774306338,4.1288967088207,4.00322179160275,4.04461590865924,4.23335650217245
ACTN1,342,3.90591195401749,3.92570698906618,3.83071314681677,3.95087335449314,3.7940813535803,3.93469582019634,3.91917954959623,3.90233712646162,4.00329676543548
CENPF,177,3.74951994907234,3.82250064448743,3.94775552025533,3.95417822773564,3.60126364850994,3.86930231053291,3.8020315181116,3.95549436665526,3.71763497410349
UTRN,164,3.748190321517,3.46874321551062,3.41190445200214,3.66337265535616,3.90153446346103,3.81424984569995,3.61437502163384,3.55849254849694,3.71764371694149
KRT18,519,5.13404502628855,5.25556364868387,5.27722996784825,5.10976401047994,4.45661407952119,4.91187594473292,5.08681938390919,5.30541361004579,4.99774906471678
MYH10,158,3.37071377945847,3.18626775499362,3.04271237986741,3.49335514007189,3.9810317732195,3.61980755834502,3.45358912700617,3.3513557301163,3.56688836297499
SNRNP200,159,3.85972639222385,3.54439568035583,3.50083634532985,3.72261736036663,4.53473808190474,4.01527846634183,3.78861581112094,3.62568722380257,3.88133914907345
SRRM2,220,3.5682693634708,3.37829250623441,3.85410517040887,3.36799867636734,3.23716397929871,3.52801911194744,3.38675170214121,3.60022219457604,3.22703183896632
VCL,242,4.4472479743289,4.63461185427313,4.63623629194352,4.40435486497853,4.22795936855475,4.35065255947873,4.64025636132262,4.46118836394555,4.61710070725545
HSP90AB1,410,2.58044994001552,2.8779849581465,2.40904278799947,3.12076759779837,2.5467904179315,2.78983478677146,2.69126186204381,2.51642628326416,2.75881503012884
HUWE1,143,2.78123736925758,2.62281948274689,2.53616856502462,2.82314661193965,3.51085987372024,3.02598518375483,2.90349936758706,2.70951371360852,2.96397040806702
RANBP2,157,3.29662729712585,3.13392237322465,3.03389022404411,3.2971837964131,3.65158398222197,3.40643568006661,3.28989364213036,3.30027110004229,3.35836342583186
CAD,149,3.38755447997776,3.2323212230853,3.17164105167322,3.46025141817815,3.92199374176219,3.62946938262076,3.5285954104416,3.38067538432227,3.63458435056163
HSP90AA1,424,4.08174634332361,4.34796832780007,3.9280659882419,4.14718164652612,3.86098208832268,4.11170935279602,4.01810614327223,3.88375503594417,4.15267239062296
HSPA9,327,4.69988795077774,4.84766841276112,5.04004590542467,4.72088300581595,4.37577214265188,4.54023704583574,4.66420412486599,4.90758985547532,4.45064863145941
MDN1,122,3.00409060456311,2.78043482005376,2.77106642806326,2.92012411212617,3.87955392930103,3.22055883107,3.02891478722282,2.84643386570376,3.04844986662891
HSPA4,227,3.99391854000685,4.20199353336904,4.2442153968712,4.26630926912433,3.59951761016138,3.99381085258945,4.21217259315764,4.26136746955836,4.20904697406656
DYSF,152,3.58667179521762,3.43151219449953,3.28167146255415,3.73112368275648,4.35142888504403,3.8233363300341,3.68309880407725,3.57261900200697,3.73290633225709
EPRS,178,4.02595707034587,3.90399872797398,3.59373077923526,4.1690867102183,4.54348013204437,4.18747533889273,4.16396350011502,3.95902075121573,4.46787740247101
UBA1,219,4.17236271804471,4.20121254228575,4.23295767067351,3.96121694645344,3.98240402605684,3.99874634220183,4.21330920972052,4.10416500759681,4.21105432981031
ENO1,453,4.62385257919064,4.99819215559999,4.94309778585888,4.82217053421951,4.30022162949133,4.49411698490655,4.79251799301649,4.83931778624517,4.70310573135101
TUBB,453,2.79273198899594,3.0384724929214,3.1017601590546,2.42270603779874,2.32096432385475,2.48098019160008,2.6766008674987,2.60441077877801,2.37869831138869
BOD1L1,121,3.52544613734451,3.7441272721582,3.89876962314138,3.68376526274253,3.36276670801632,3.50263347706199,2.5730466646913,2.79856207757123,2.34305228511855
LRPPRC,172,4.22719802779296,3.87358001624387,3.83016578306626,3.95710809231401,4.78614035555083,4.28955810329863,4.08973277703279,3.93369813919616,4.12442848555022
NSUN2,198,3.85128041667262,4.19450093327848,4.15829135676832,4.1472794351053,3.63407542013179,3.88037656591795,4.20430852737756,4.25411023164552,4.15388765105259
VIM,347,4.47577438093306,4.94515486235638,4.84443442929277,4.62586069107163,4.20363665240787,4.39510333875414,4.47874599336363,4.7059657490229,4.2683237056985
IQGAP1,145,3.56655677778732,3.29705820900432,3.20533235930198,3.60987070923839,4.33073866024519,3.74038314042981,3.66896335977758,3.41120104467418,3.75402336203344
HYOU1,169,3.8716703277641,4.17417039060224,4.21273591044129,3.99927997712522,3.46105493521657,3.78650776488876,3.92498877009729,4.16447924847066,3.81195748719991
GCN1L1; GCN1,138,3.71250112999071,3.42515590608781,3.41236584253635,3.59866556372862,4.55724731794783,3.91552611963482,3.79610624722109,3.5150397224918,3.81069574549155
TP53BP1,135,3.02875848651622,3.04369606516589,3.12622328757192,3.04022927236135,2.66417957429174,2.9915436367276,2.96821013203531,3.12146123931321,2.98666906377201
UBR4,121,3.03224250861987,2.83450199953264,2.7675874277646,3.0536349885916,3.87155329642101,3.29407286145397,3.17439895278133,2.90615844890877,3.22765818726858
AKAP12,127,3.63978556601744,3.61033240267442,4.03444593357379,3.46020511428462,3.50984695853372,3.50586855590922,3.61285802626024,3.54172494967383,3.28417276451208
TGM2,238,4.19229077767622,4.16851161390413,4.16318744976375,4.28635973402104,3.96130823217254,4.16743798030394,4.2298937082402,4.17573508695703,4.31364683474554
EEA1,176,3.95709430909681,4.03834756082374,4.26680054765101,3.91390294274501,3.60554943633742,3.77458076349433,3.90796105990147,4.06799976311917,3.76619685810684
TNKS1BP1,113,3.01577484973589,3.14424009625152,3.4189666763993,3.01716104704789,2.80744103681241,2.84773132341603,3.05106205398225,3.25565018340317,2.85960316018104
MYOF,125,-0.16375912012826,-0.350579712675113,-0.426785204516671,-0.20589039887393,0.260958720728841,-0.169410890662304,-0.20034712380685,-0.291120544666045,-0.17528246828101
TUBB4A,381,-1.89111574587263,-2.01905690166817,-1.55414716907701,-2.40797105682594,-2.33746813381898,-2.26107169762771,-1.98955715338709,-2.1754251798194,-2.13784772616039
PRPF8,148,3.76244845700292,3.3939025696725,3.3902794685706,3.58280347796106,4.69903009932223,3.95298352753539,3.71453192357707,3.50586558578886,3.67442529975326
MDC1,125,2.84263858270536,3.50407288257298,2.73722313609028,3.39114966919139,2.7144386816669,3.00274804112922,3.37140035967525,3.54818427420712,3.27038740000221
DHX9,158,3.37381457469095,3.19895396802168,3.0323096693677,3.33608709442194,4.07789034081174,3.528099333723,3.42183890385676,3.31887502937057,3.52877931828967
KTN1,141,3.57614523197372,3.68830001866892,3.56353044605134,3.70153303651807,3.68134436486442,3.59378710454568,3.57475906256698,3.53786483761914,3.69599222677461
HDLBP,148,3.99557275695013,4.20982342139098,4.19217424792178,4.19918448013009,3.54425464563745,3.90011227169886,4.15836648136169,4.23267503255386,4.18499758052574
HNRNPM,237,3.98821461728884,4.32912949114409,4.25191937139182,4.26766984030175,3.62410570320569,3.97427125294202,4.20158061901867,4.43319885611122,4.11988416513778
IGF2R,130,3.32734667079164,3.44446616210072,3.32227546446785,3.541768684739,3.33684582593902,3.43661657739808,3.46832108393581,3.54554341823239,3.53910652753312
HNRNPL,356,4.27515526170283,4.51696212610685,4.60070426716204,4.43249595325523,4.08046744153342,4.2275630601583,4.38361697766526,4.62263504099512,4.20196477928981
GOLGA3,133,3.44552216851712,3.51603530604104,3.76232666228596,3.35801307955006,3.1037250705952,3.25820860832739,3.42631774472007,3.47616925199201,3.2539151709142
SIPA1L3,123,3.13608600006222,3.18032925748595,2.91730704416013,3.39088734068641,3.34209114817489,3.29045167657937,3.25213046952813,3.30620314098248,3.47123119271144
SF3B2,206,3.99369691084274,4.19583953212771,4.39697621047476,4.10301814660028,3.82704988719489,3.88932089662863,4.0686577800478,4.26699248903346,3.83841138364135
CCT2,273,4.20206559962942,4.21968147918523,4.37626140825805,4.16891672674786,3.56646878057462,4.0029596998999,4.20211299709276,4.28906986984222,4.22114810276365
DST,111,-1.55915445022593,-1.99885975927168,-2.13331676351166,-1.55715198771946,-0.926430979858697,-1.43615045433587,-1.58302713860856,-1.84580269314204,-1.51393159109466
YLPM1,134,0.945066251872353,1.0131128823944,1.23967591853697,0.923661301383273,0.648257735198904,0.774347827750411,0.961907595338664,1.19158487000987,0.848738854444692
GAPDH,309,4.53144650814154,4.85319116248908,4.76246790478682,4.81315297189053,4.22377549529174,4.42017451875347,4.78543440009622,4.79911868049598,4.75238134518365
ATP5B,261,4.25759340125736,4.36882929073804,4.51781075446535,4.13187394888097,3.61207336587225,4.00074536749941,4.13596607090937,4.31285379931232,4.06230664174791
SMC1A,137,3.6442225099325,3.8698092196692,3.31877403769997,4.13578135738585,4.2073251593182,3.99861125990214,3.97840061951671,3.96181844203924,4.26947520558652
GART,117,3.30780188746973,3.39002401900281,3.40025339261378,3.39404183450589,3.15801025065121,3.27105823176774,3.54076506411161,3.40927324349754,3.59850079409799
NASP,141,2.31974174567282,2.13095712860984,2.70992757671729,1.62260402308255,1.88476122506566,1.92201898404983,1.97326722815231,2.04887503524404,1.49364463826321
LMNA,230,4.29563878818683,4.47578747079509,4.59580803716022,4.3335818712339,3.79228584892919,4.11496504994809,4.33452952302802,4.57840061635041,4.16762366545197
EEF2,214,4.20656676775432,4.30864358420298,4.00205751916907,4.26092323109866,4.40070965939025,4.35465375010174,4.44820307315492,4.260323859753,4.5461096876722
TUBB6,270,2.56214496274263,2.61271169467522,2.88569156623085,2.34581410333147,2.20993622539696,2.37511445481763,2.55208527170513,2.53249809300887,2.35760059368771
NCOR1,114,2.80557265726928,2.94011124697944,3.11325469038505,2.92906463480436,2.63758772101161,2.77760551066459,2.97871136684244,3.16662741134174,2.88254062133502
CKAP5,112,3.26496410212436,3.0417446347684,2.914910527037,3.37546241968775,4.16200215143136,3.54532352612341,3.38609806094259,3.12297437957172,3.44640801837652
HSPA1A; HSPA1B,294,3.29277052797933,3.74582850349207,3.57657245002659,3.53518100467705,2.86976247088616,3.21561950888698,3.40642863697465,3.54776706916058,3.32690078004064
ILF3,193,3.58458549455124,4.13558440463245,3.42338401185416,3.75777060308762,3.67980230883214,3.57167995423823,3.94669481138051,3.94175457339873,3.8894491396935
HNRNPU,183,3.46170687722549,4.08091399550424,2.90550829921631,4.00141987931177,3.58194000860234,3.50233406956047,3.7442070077845,3.72192804377889,4.08972853061464
TUBA1C,316,1.11557061696019,1.08153386616584,1.23637472977474,0.960686795314947,0.716364211057677,0.9418795124034,1.11833118433596,1.07447322879531,1.12170228991295
CCT5,247,4.27182332194668,4.39889562964339,4.42945113696395,4.60202282464748,3.99132354921537,4.39387128560182,4.49645322906912,4.54329540677742,4.52080474238683
RIF1,119,3.14646586561028,3.04888701177452,3.07579565028777,3.21212710292258,3.75473145241231,3.36318269292905,3.25921538120304,3.26509665444515,3.26141932821892
ATIC,172,3.67765810887174,3.84696716855096,3.90429269765536,3.91459250613902,3.26902948553667,3.63119651493734,3.8909987586742,3.89038433727491,3.93914784501045
TJP1,140,3.34485025527498,3.46548435461858,3.62655505232433,3.46553879779979,2.99596717462661,3.24738900552526,3.43890478870876,3.62618129745153,3.36604773587863
DCTN1,116,3.0173565131404,2.93927883999662,2.99706203014106,3.1999888326933,2.79901471097775,3.08680649666284,3.14630292394199,3.1429441431919,3.28180943358652
TRIP11,106,3.37731227665623,3.34001635680015,3.61183434245297,3.20743411787108,2.90293744876134,3.16323161871802,3.20018683933779,3.28259050235428,3.11339297962501
DIDO1,117,2.59087199733084,3.0099025078798,2.41147668995319,3.09531661822504,2.63855512870621,2.7381579529051,2.91840371877398,2.92967700454514,3.11998339468239
SF3B3,141,3.10490111742097,2.98430496591298,2.89983740899927,3.09388478116344,3.39005984573706,3.21318229888238,3.09142453122065,3.03545727484983,3.19904949720083
LMNB1,187,3.8287978034511,3.93139925342726,3.98807615411815,3.90230689762371,3.30469275597614,3.72802044078017,3.88281295986291,4.09995953866486,3.8290214621146
FUBP1,185,-0.309157722846541,-0.157080555027685,0.0321046558108637,-0.376403319571654,-0.59715839202755,-0.432121547467339,-0.380369726462392,-0.225465862318996,-0.419529366379034
SCRIB,122,3.02343520742523,3.05635070162095,3.32776229893797,2.92112024399834,2.72378246578844,2.87781182375394,2.96847214116436,3.11394209820779,2.80289601991853
KHSRP,194,3.66043954069536,3.74876690468768,4.03093991892326,3.57171105686539,3.3177870674173,3.4388181515245,3.54119570474301,3.70058985616533,3.43592434733403
SMCHD1,116,3.34681458991153,3.32141501279003,3.04780606826688,3.467502758719,3.73141971933757,3.54400179574577,3.4601460413315,3.39772147624193,3.71451915210955
HSPA5,278,4.38597211468215,4.70464039934762,4.75939717872949,4.4806968689257,3.99394018338568,4.22605284749632,4.34562729681378,4.59604159106501,4.14000654905782
ALDOA,290,3.61121305000396,4.0303223399392,3.94280958567968,3.87663339730786,3.42297929112538,3.56039344488576,3.78051438401677,3.8731376656128,3.64587542600264
PTPRF,107,2.54642178774424,2.63596103812861,2.72582364856514,2.84487349645599,2.67454538287291,2.80184330985076,2.70142086182822,2.82720720922679,2.67135006466755
HSP90B1,243,4.64884818848883,4.70094428968017,4.86927181833447,4.13146110819071,4.04460101150282,4.38548301526822,4.37401240918715,4.37614723595138,4.08350704606455
DDX17,220,3.53105044061584,3.79603649424861,3.79329626811008,3.75197215171062,3.21191986296605,3.46932968252275,3.74825643647794,3.94885018570094,3.65242130705781
ARID1A,100,2.52987591460982,2.45107186273667,2.58160433133416,2.55212863271722,2.60101552544072,2.61375584270968,2.55549993611789,2.67390285920732,2.59434529243038
EZR,182,3.06018633217969,3.46031284303772,3.31890609491323,3.46094579830307,2.95782451948616,3.12064490072619,3.37418271550599,3.41201499642114,3.37687255609736
STIP1,237,4.50324660289115,4.88042247709115,4.89115584411013,4.63635749219125,4.30637791038533,4.36122779758935,4.55423008173617,4.47362373197254,4.41536185524777
TRIO,95,2.90563220929896,2.73790069779331,2.60817478211801,2.95346785804336,3.6162535492976,3.11946220863405,3.02730877450486,2.8339640131296,3.072508324032
ERBB2IP; ERBIN,113,3.01837821811322,3.08484431357862,3.3116370031168,2.91191353157158,2.69283814095969,2.85492675375571,2.94455068293795,3.1134065348048,2.82625902007453
EGFR,106,2.95555893716392,2.90682999012056,2.94050971171382,3.11554385994053,3.12943794998402,3.15284095325382,3.01899883706257,3.00070129210499,3.10530286793812
ANKHD1-EIF4EBP3; ANKHD1,93,-3.01720483846486,-2.80906642181285,-2.68631335416344,-2.75761657012115,-3.03638682383722,-3.02557174181151,-2.85365847603818,-2.71189143999011,-2.89349474139267
MSN,159,2.37513385343385,2.55920664643444,2.19396222999262,2.50575526373498,2.6029497546219,2.44474189734763,2.60760603904342,2.50802252213094,2.77899763252405
AARS,119,3.41848154710401,3.54228274405447,3.51180024787784,3.45007522305133,3.1467896716492,3.39626597919349,3.56388581183821,3.51494368048258,3.55214779388271
SFPQ,259,0.561490903853933,0.766406828160992,0.776758783808772,0.5759138363122,0.221646722236791,0.281120772736029,0.657101176691979,0.798439333069014,0.542200203149525
PSMC3,165,3.90397471372266,4.06056714977663,4.23961884676848,3.93875455090496,3.55047009704911,3.73382092035795,3.93763080655789,4.05742902391164,3.79222557823232
HNRNPA2B1,332,3.69099606711041,4.04440816405737,4.01440066526707,3.78168305788313,3.39640292626332,3.54564056131231,3.69554157897191,3.96701540552447,3.53452798664511
USP9X,95,2.71078303411724,2.44129892907049,2.39072498280971,2.72140469022839,3.48167794877234,2.96197189837183,2.80117369742614,2.55026849161799,2.83042091576857
KIF5B,132,2.84847194117614,3.23041468704568,2.92527731841466,3.34153706837862,2.54689347371159,2.9891109790783,3.24513074737278,3.2449452236246,3.37060316735936
NUP153,132,3.08337451310663,3.62648091258168,3.20690303891194,3.70971245648218,3.1022765580197,3.32232913333396,3.6023911402142,3.76246729819435,3.51152570043324
MTHFD1,140,3.76012937086132,3.86958297024704,4.00440324380991,3.67518965229169,3.49452274143614,3.52389505745654,3.97118404991178,3.89708157966579,3.93627307486105
HNRNPUL2,142,3.53704185406265,3.934647247837,3.75631103784658,3.84049729825131,3.36439515873064,3.5805944481943,3.78177391659582,4.00468152091275,3.66695581837971
SYNE2,92,2.4721050479785,2.25512472888183,2.22701424859997,2.39493354773962,2.98817098616403,2.61368864528817,2.35035428486199,2.27210956696045,2.38888006100895
PDIA4,178,4.01141631304857,4.18453142205973,4.23066874576418,4.08525778281411,3.71786769824535,3.9027614583566,4.03928973072125,4.17362749307579,4.01808893700282
SF3B1,93,3.09430716810948,2.73651525889717,2.71126353264297,2.95834132205867,3.79297390712156,3.23533073152738,3.03306815513302,2.89160134352591,3.11182382088589
SDHA,189,3.56779488301044,3.75213953032729,3.72550671303811,3.68261473438358,3.20940462422683,3.46225663018513,3.6538103645338,3.86215637930645,3.55715950186074
BIRC6,81,2.28223854071889,2.04861136740889,2.05687492906386,2.28366191473545,2.9032594729157,2.49365149782858,2.43709682091635,2.21187142519548,2.52351784621985
SUPT6H,88,2.48159930060243,2.21363336040113,2.29730487531142,2.12622932368043,2.32305187026139,2.63928150378858,2.12422257584914,2.08302118870935,2.08362237727258
UPF1,110,2.95432092036375,3.32386581384393,3.08872366937771,3.40241382603237,2.91204708281187,3.12431688890795,3.31642663297833,3.32845217240246,3.48549345001554
TKT,146,3.39877102858008,3.60211941981535,3.3699601324295,3.7610596088649,3.37873752171038,3.55239619929149,3.75357893198355,3.73141949275619,3.95188382561521
PRRC2A,110,2.15433218218608,2.82150878278784,1.90387659871337,3.16696047596279,2.23027138033303,2.51069408077334,2.76434143801121,2.74504937167193,2.93941026703024
CHD4,85,2.52171381566013,2.23314620261248,2.15258398876029,2.36989288351235,3.24438394629338,2.71852999059995,2.47819918792059,2.35263413790323,2.51680086332496
KDM3B,109,2.67869247192125,2.80906483507008,2.70324757146262,3.01049819106875,2.59228758044051,2.82937440301897,2.88395544409005,2.99272306564143,3.06392368518726
PLXNB2,95,2.50530806846081,2.49140212726793,2.61354810029281,2.59241769359016,2.6200788545298,2.57781565781369,2.57381223339067,2.62249142445096,2.48181239530886
SON,114,0.196515610613323,0.327255868331081,0.488145334397078,0.380873561726803,0.00620954445883903,0.293003196328968,0.377442127031204,0.528147979517835,0.369201315060426
SMC4,98,3.00919783518736,2.86739666600948,2.53114120730284,3.09260686020159,3.44233201399186,3.16736930997022,3.10757315533771,2.95236130622529,3.44119688446605
PTBP1,246,2.46494812557767,2.76236164299673,2.57045446559865,2.43721321131102,2.52261041189747,2.47775336520478,2.66180735575068,2.69955734156686,2.74352495217972
TRIM28,153,3.47321825399019,3.79833357081574,3.59531749899034,3.60920268661127,3.1886389873019,3.47356618535141,3.65748943119662,3.78255253843482,3.74971174747213
HCFC1,132,-1.70549658589538,-1.52356173517536,-1.37258197287961,-1.64654696405788,-1.97078933272673,-1.75634057161166,-1.64723504736766,-1.4883576459352,-1.73195088073801
GANAB,141,3.31372868507465,3.38556767152859,3.27209288693719,3.19386447620501,3.33505667075077,3.27987208000975,3.32356762925013,3.36750912919626,3.36200375437923
CTNND1,101,2.81596724589907,3.00709642418315,3.00209490137058,2.85813387517594,2.48195645005611,2.70895310676877,2.97239657874795,2.99739002968313,2.97032454239086
TUBB3,251,-0.216244851704634,-0.296352765948695,-0.0383608273937774,-0.482341804664362,-0.518420887188414,-0.376733761409024,-0.20034712380685,-0.132668493192252,-0.31868153671827
EPB41L2,101,0.935117186390659,1.06946601530544,1.2430201836162,0.86655755677878,0.659421445572226,0.792983544879634,0.958159724964256,1.05710659793177,0.815466531594275
PRRC2B,97,2.50277944671743,2.88851150736629,2.74805187922898,2.97921115840006,2.51685233035664,2.69777573219343,2.81533980486066,2.94501370189812,2.70092715755638
PABPC1,161,2.06602170538211,2.83629162678432,1.93991660738608,2.62179284595336,1.79505780675251,2.14753619749,2.63124256685821,2.68099678202098,2.5969522007877
UGGT1,92,2.9273780472156,2.56540473684738,2.53170066851449,2.76078142506,3.33437023920399,2.9745852463503,2.81091462995231,2.70828225154156,2.93243613771248
MCM4,110,3.13406387925582,3.29911048135225,3.27806996498458,3.46499431666257,2.92836942145056,3.27291042035628,3.42377224212389,3.5229571659111,3.45260931875372
GCC2,90,3.04046002667688,3.07924171195372,3.1945642745431,2.84443363526275,2.45194857482552,2.85408794861551,2.93500399648164,2.96814609627417,2.81035964116119
ACO2,98,2.95198429472996,3.0473427245583,3.26190090156131,2.9772451401093,2.55398660298039,2.79921620204269,2.96599571096987,3.19383973816715,2.86140858803874
NDUFS1,119,3.22925266706599,3.3009052744592,3.46998933885079,3.2461158704544,2.6148451151223,3.08359572722711,3.21466583295512,3.4098013499769,3.16663769756856
IARS,103,3.36878173888752,2.99580289233916,2.90686664131919,3.25907727404005,3.98373691055861,3.50793990592891,3.38481170202054,3.15408767540984,3.54497195239958
RNF213,76,2.06541550330074,1.87355667386722,1.87953518305198,2.0922842152286,2.81560459987048,2.2677951553568,2.19175836252274,2.00456751803311,2.21215315242035
GMPS,107,3.1450071936247,3.19856891314337,3.37004124097287,3.27677953544011,2.58594920626728,3.01922829171169,3.29089501239474,3.35843841665835,3.26393601276254
PLOD2,130,0.396436188881415,0.407347597504668,0.523160851377986,0.356958979443652,-0.0883663522688476,0.207694605636691,0.346954654642339,0.416683472122402,0.385141880360408
ITGB1,145,3.37834189744934,3.59198799350346,3.68954337870851,3.47633054199117,3.30447943346799,3.3410295506905,3.45654965313735,3.5063917034142,3.32663712020319
IPO5,113,3.11560880858628,2.73904567357333,2.76115204847956,2.90993493469601,3.67625009742124,3.20902956921939,3.03780621103246,2.63240200860967,3.04956165255702
FAM21A; WASHC2A,78,0.871285849320454,0.991994758179267,1.2002321009687,0.968833505820365,0.478844963494225,0.753273835077664,0.884973653753219,0.953007367878225,0.787552110047013
POLR2A,78,2.56384412942199,2.2979861513032,2.18792792598345,2.70049852063081,3.48237859141851,3.01703245672283,2.61836927365296,2.44290142851391,2.57157835662597
NUP98,102,2.99794349103249,2.91557780393898,3.07915902389823,3.02661026747416,3.15164306423674,3.02172468818569,2.97830665947263,3.1137166220593,2.8976218433679
CALR,239,4.52916404945307,4.9249450693015,4.88332308780601,4.44859626542947,4.26598606586044,4.3089603033912,4.44765500713679,4.68305454030797,4.1521937625211
ITGA6,105,3.24437487976117,3.32933373923504,3.53419488180557,3.27594849291648,2.9362323990943,3.13030657753322,3.26859630902491,3.43811457701142,3.15520518086186
ATP1A1,101,2.28071794329587,2.2771734775586,2.21405974760794,2.36259839246047,2.742530398915,2.4498888301308,2.37382010369361,2.35432896908724,2.34712705806682
MCM3,105,3.04833759624338,3.14787318207365,2.9980820054677,3.10713450854602,2.90320580721466,3.04485994964774,3.12856676906648,3.10317867556035,3.30714242638518
MYH14,76,1.37868140503517,1.20079087931487,1.05124970507757,1.39050833750419,1.86103044052564,1.51607885664619,1.42063722951273,1.25827899697426,1.52359786036484
ATP5A1,184,-0.31628418762002,-0.107090450687824,-0.149170714712501,-0.550568427051784,-0.63453321230438,-0.434898899448182,-0.321671790996476,-0.218635850355165,-0.421992880387901
UAP1,146,3.55744785111665,3.66529231637161,3.40223766341623,3.78254248410095,3.40439703357183,3.58735984685779,3.81739378593922,3.70886079645695,4.08927585681308
PPL,80,2.78426778756198,2.89306308467558,3.14633313976651,2.75828288632128,2.42500852335617,2.65970074170423,2.75198170743274,2.9827109850177,2.57889292927274
HNRNPH3,150,-0.186934441660123,-0.259161787317339,0.121922535811555,-0.214616165810975,-0.525338227576974,-0.357767237648812,-0.26814710902131,-0.05508135086796,-0.420760597553306
UBR5,79,2.31772910940585,2.14151572714691,2.04295949758579,2.33559245554052,2.93691411531771,2.54081585853055,2.30263820669558,2.19387973359403,2.38956068629292
COPA,102,3.3039302262131,3.06612005051704,2.9370569222722,3.30993277566793,4.15161482830747,3.56990601209767,3.40537533949803,3.20564346129643,3.48247115077911
NT5E,128,3.48873327233987,3.53859727162571,3.71745133186247,3.51291594373333,3.18271537649066,3.35787682079301,3.45781511149272,3.50393126018784,3.47722365035638
DIAPH1,83,3.00734649412048,2.92568447504007,2.64715398177275,3.07922241275748,3.43478727110524,3.19027178485475,3.16013261883917,2.91723102943357,3.39905587764161
RRBP1,95,-1.28542976614168,-1.05865588973731,-1.26963823472444,-0.752456095890347,-1.06718102237822,-1.03207557690363,-1.16517661965807,-0.979649304298858,-1.00657017964336
