,PSMs,F1.126.DMSO,F1.127N.DMSO,F1.127C.DMSO,F1.128N.MLN4924,F1.128C.MLN4924,F1.129N.MLN4924,F1.129C.CSN5i.R,F1.130N.CSN5i.R,F1.130C.CSN5i.R
LYAR,35,1.50009035918979,1.52488055316669,1.30958444431791,1.90072457621454,1.82734687916114,1.81302129811618,1.38871085074376,1.40820495909867,1.91321903035105
NOP58,34,2.06536277803657,1.74669535963702,1.68708078307208,1.94112542262605,2.92590177542578,2.20162722933785,2.06713620764674,1.84855254767306,2.07075714825622
VASP,39,1.5233844796902,1.63993699710752,1.90166606238302,1.62402661992449,1.28940633261014,1.36103266266444,1.69108546973645,1.71628659277899,1.4380590225752
CBFB,56,-0.597540722064993,-0.257797536585995,-0.360381192758028,-0.892451544151891,-0.922811142267749,-0.657013344860669,-0.61896678975129,-0.57130310081479,-1.04782633406694
RAB7A,44,2.34002030853579,2.31891432781858,2.27150994225694,2.30846233231054,2.49638271623935,2.38992359186549,2.36623936475706,2.34895116804072,2.40807730250056
ARNT,24,0.574886497222975,0.762512912056501,0.698087976076001,0.993615593118101,0.450994387131734,0.787989869899056,0.728969010540162,0.832063646170889,0.816903674158196
GOT1,58,2.34043431567925,2.51236203842332,2.3463265803155,2.60814992332881,2.02837439359219,2.36231306660106,2.60822271514943,2.59264791601172,2.73337340020728
ATP2C1,26,0.509654707692723,0.323432951790211,0.43180092581262,0.414145382122751,0.991695842145283,0.60978582983099,0.559679644616184,0.492693251263812,0.623885450042733
DHX8,24,0.271560547409793,-0.0328749243100841,-0.107661809093866,0.206705667948562,0.90757302646267,0.39129622395172,0.265993318922908,0.115983870644067,0.384789552367719
CHD7,28,-0.0468754151056441,-0.0899952607575862,-0.129511389875503,0.10660211600382,0.463641031012443,0.164034869109512,0.0906223654836111,0.0384003077585842,0.227658187268577
TNS1,33,0.694869580159631,0.87062810193617,1.07799621194429,0.886322332717198,0.48817725235795,0.728974591375518,0.787296232650736,0.977748457333586,0.673623304369448
RAN,66,2.40250101714839,2.96461436470321,2.56303387531928,2.73763304829865,2.19361715636594,2.34713544470256,2.66038449953115,2.68152932429434,2.68011655370008
CDK13,35,0.32000693884306,0.612525225282711,-0.0301417185823087,0.949013505726407,0.458171989204782,0.521998680968737,0.480078921138814,0.526963153348557,0.957573357543854
COL12A1,28,0.642889325718718,0.717238268305636,0.59693217722592,0.605154539716173,0.534092742569145,0.594408678770762,0.673193549953016,0.715581018541911,0.767759903564656
PIK3R1,30,0.277125697858468,0.328981960648498,0.0748149646996144,0.47209333362253,0.0864825278127501,0.376164573827744,0.392534403264857,0.443305224301648,0.668060159626565
ANKRD50,29,0.719671421973279,0.522103621221738,0.511022871459872,0.664811889119292,1.04593236814717,0.855182563348425,0.706176926773612,0.660458760100157,0.860506156530066
NACA,92,2.49036400251157,2.42250980167529,2.73598294293433,2.26520716620418,2.07509426943457,2.18107275193092,2.33083197008115,2.26540117039102,2.20293939597829
CSDA; YBX3,51,-1.16995254872174,-0.88749083615399,-1.18222636399261,-0.65985117348931,-1.32509308078643,-1.15102650628958,-0.903292331726362,-0.915885097292062,-0.667870379352255
PAICS,58,1.92689931765421,1.97680577554232,1.77185594129707,2.07965650183579,2.00510981498181,1.94604853624371,2.08480671390769,1.96561836397176,2.31285998169037
AKR1B1,48,2.00181949960239,2.29907572138547,2.18347788254041,2.31531844127911,1.61865780988578,2.03125229350759,2.20152489367701,2.22150333770659,2.31792073688503
CEP97,27,0.513988290433538,0.648110928553217,0.68010699449586,0.354410047612957,0.405041474643971,0.490215028275728,0.55441432840354,0.50228504183146,0.444496988934125
GTF3C4,31,1.41517545561791,1.39378321807032,1.15892858808921,1.46014028633686,1.7525288641358,1.58973606104766,1.43915688325014,1.40618109197898,1.60279584466088
SACS,30,1.17439301227322,0.9325275469393,0.941071375195252,1.14991722435709,1.79242348682238,1.28749551648827,1.25967933722835,1.08497777582177,1.35681490375611
FASTKD2,27,1.32560878858381,0.90721011286298,0.942942009127499,1.06866771372728,1.85884606767573,1.40417437929234,1.20137628224204,1.05739971543637,1.32943175429959
BAG4,52,1.6070445712054,1.54260575410965,1.89027147727002,1.22478566965459,1.09646792022713,1.23957185493192,1.36515630180637,1.11705288794146,1.22076569170838
PICALM,38,1.57084372166258,1.32092435258244,1.26292459425116,1.44909564147268,1.75023340614814,1.54067449060306,1.48692330218087,1.37613548652012,1.62578748728711
CSTF1,35,1.10082978655826,1.23477051809598,1.21470508128643,1.19513371925573,0.765074246404858,1.00937807339074,1.20755549229534,1.40410828701073,1.11391122485452
PEPD,41,1.75769235099584,1.72963681540836,1.89349941758136,1.91941024337636,1.48824880573879,1.74847722061037,1.92242146932155,1.9413019955687,1.92016489061878
AGO2; EIF2C2,28,0.350529737625493,0.134493912513266,0.00107776019023831,0.515734649157791,0.906448994430049,0.614763428624844,0.428276842191565,0.264335083256329,0.612796386564389
NCK1,38,1.61815782325198,1.7653001454082,1.90390861058536,1.80386341607815,1.28665250867349,1.55740076216762,1.76584967443521,1.86210604424852,1.6542404392439
POLE,27,0.693300951364895,0.412412250753672,0.444180855025898,0.680096241157875,1.41180964400224,0.964872212861753,0.7358259390417,0.581379579547951,0.865565143184641
PSMD13,41,2.11986719282159,1.95364458518991,1.8388569203815,1.76914854893403,2.03752240255604,1.97892182502135,1.9311406779277,1.83900240487141,2.1432648164911
MAT2B,34,-2.37474288518761,-2.32078785415904,-2.18249823717553,-2.40526887390281,-2.60111140019816,-2.57476738353631,-2.31272987761715,-2.18094640753356,-2.27140821465197
PSMD6,37,1.81206037102112,1.64435813037657,1.49172797632081,1.74456949862213,2.24618330645966,1.97047175420271,1.7969343009641,1.70027079418552,1.88378784529123
GOLM1,35,1.61930755288668,1.7669095852749,1.97696614470424,1.59327933189882,1.25457881837858,1.53706492008368,1.35752978046461,1.31992601307284,1.28273159321268
COPE,45,2.15381157291566,2.26163211702915,2.43510525764307,1.93649960671251,1.76604839215468,1.95866899342071,2.15902345649385,1.90316091076404,1.97508647258813
TXNRD2,30,0.352432344956727,0.331340640106355,0.496066400362338,0.421089316863368,-0.0419558873118895,0.257746417938453,0.387317951730523,0.608997220400461,0.396108994937512
ATG7,26,1.34619627575598,1.02420214759155,1.07549725132424,1.18911160793382,1.68049134974356,1.41242601075373,1.34816333568748,1.101957244153,1.41365749806294
TOM1L2,28,0.950500568834254,1.09638475730599,1.36001885171189,0.922317384154383,0.522540542655577,0.844399314098954,0.934154655487678,0.854097220478135,0.873371681043283
HIST3H2BB,171,-0.152922848322426,0.331793790545387,-0.444771527169518,0.287758938961748,-0.0405099905216346,-0.22781802009056,-0.138722988773473,-0.161304518869969,0.227068690512533
INPPL1,29,0.878866016675467,0.78770357123976,0.602071252541208,0.991156453248443,1.23146874416098,1.0538898260498,1.01710032253959,0.857333022122582,1.20153974023825
STK10,35,0.842407833952544,1.32575521615407,0.992553510541672,1.32525719381411,0.646463497553368,1.09288131618103,1.18968722746451,1.31016892603859,1.23754539808739
AAK1,31,0.927653607342675,1.06843313074347,1.03298308029106,1.15889202804896,0.802385394349871,0.933505147442895,1.20582797959534,1.17195679492363,1.36897867350056
THOP1,41,2.12665457075737,2.27766748273001,2.21800467471333,2.50837303256985,1.81310753788017,2.2998896818266,2.3828035627484,2.38781406993279,2.51045623772291
PHB2,42,1.73632551835936,1.83565272900988,1.49377121288217,1.67074660386575,2.46473235588928,1.82914291438421,1.84649617145336,1.8008922411157,1.66392812568214
ACADSB,35,1.53252917394531,1.42860237150764,1.66503787838617,1.42970357995975,0.937438293298587,1.31453666871714,1.38015816015766,1.63860580709402,1.34866342653319
NF1,30,0.746621098484033,0.512941598563627,0.569667711566462,0.648453820873396,1.38934162724031,0.861478217375687,0.774832839831697,0.58683185598343,0.822117612037358
SACM1L,37,2.06728600287165,1.80458276705698,1.6899425736195,1.93857508270058,2.72633271179252,2.20942981753404,2.04723589506248,1.92456046211292,2.13723776065122
PPP4R1,29,1.4152168285561,1.24957147591612,1.28122792789189,1.49244980033254,1.61862512572858,1.57238027696074,1.46703390567651,1.37128656158507,1.53959127916544
ECI2,39,1.54188155675659,1.75988866718775,1.88005599984097,1.70353725839105,1.2564285354511,1.47086998262075,1.69386994974843,1.89770376268536,1.57496040695086
ANXA7,46,1.40300179354087,1.70780783188846,1.39919778281233,1.60940312587999,1.0650072905024,1.38567979023762,1.61602979777767,1.66834835289888,1.88575003917055
WDR74,34,1.12779111794534,1.24471884627633,1.43795995513589,1.37722915352508,1.15654772133925,1.20902956921939,1.25467502176673,1.46450206339709,1.12508121565487
DLG5,29,1.13780445752205,1.26863107065843,1.25360974386917,1.52107151327064,1.13600643319584,1.38682055609945,1.33160166099978,1.49524864926338,1.40998305142817
KIF2C,33,1.70867473050177,1.89241812631811,1.35987883634136,2.03645771308326,2.02977610707092,1.97424508373967,1.96899601671451,1.91805442563071,2.18324488235496
ARHGEF10,26,1.09210913973195,1.04258919458766,0.912716845513794,1.29964946423094,1.4726379513925,1.39004129723052,1.23419182191944,1.0619646542655,1.3064101499135
CEP192,27,0.335217869406142,0.348908879992045,0.396470054563759,0.307741988111673,0.204328285583742,0.280866888874241,0.344085581463316,0.272033797151819,0.368043203569568
ESF1,36,2.52156009420812,2.09395581992832,2.72616767117986,1.89511794015223,1.88544053039274,2.4163223216755,2.03143889582245,2.10935518772249,1.8228980800255
EIF6,60,1.83735287884496,1.77769333228878,2.05779595136563,1.68057326501544,1.46930692687998,1.65195057016864,1.76859396851112,1.84902670619958,1.63892120049002
POLR2C,31,1.57095514245896,1.65518911595279,1.89929157211087,1.43653555385914,1.29375242036938,1.4972619298004,1.50509808324693,1.43975693066727,1.01902572434719
SLC4A2,27,0.589479399068065,0.568522663815354,0.5725705194691,0.562725273874257,0.687301390297366,0.69024388499624,0.475252071111139,0.497972306822348,0.488693878312167
EPHB2,27,0.812311733516898,0.782342477867342,0.751364776863786,0.838788686025753,0.761763141578916,0.848288290638459,0.77063207483774,0.778806682879379,0.923837532850149
MAGED2,27,0.871647714221199,0.697401335513559,0.516225406763009,1.34075257407801,1.61200769778507,1.31767520789992,1.08402772813817,0.977748457333586,1.31808220376536
PAFAH1B1,41,1.74951174525251,1.75069992608169,1.42824420280098,1.83864621029105,1.47664669418175,1.70173244313959,1.85879785659546,1.80791249883341,2.16617649430501
CTGF,32,0.70377156786574,0.940512414519151,0.907681033122289,2.04193811336592,1.65167981794763,1.8380860425174,1.39933090275695,1.59924612577411,1.18154710198145
AS3MT,27,1.05928648383751,1.13439001311882,1.33155143549345,1.24414866867068,0.907144927040868,1.07293087253281,1.22647153386204,1.2869591415193,1.14638584537924
IFT74,30,1.24722468887876,1.42571850721677,1.5651405912827,1.37298535189721,0.896077387624841,1.21129617619134,1.34959453651504,1.4475606346332,1.33946603043663
PES1,33,1.77368983062173,1.59488860568498,1.4123545908641,1.82533408389148,2.61947467325983,2.1182548630423,1.73695420652303,1.73667278007125,1.83471595168744
SPDL1,34,1.50596866981358,1.5818420631977,1.70203304221706,1.6218425229687,1.09261383768246,1.44213314739819,1.54534869778201,1.5669582447664,1.56496532614127
WDR61,42,2.47900895238485,2.4211689574812,2.62765065108277,2.3906638380342,1.92504304801179,2.2315807576518,2.34934864989365,2.57006362434182,2.19931248962652
PDE12,28,1.11979103369431,1.32780117325412,1.11469373259226,1.36671472678258,1.11600221301477,1.21869337917135,1.3266594445772,1.37411315935621,1.46297287500798
CBX5,45,2.22062593879935,2.24669069412647,2.47202039106348,1.9506228763042,1.89210789112398,2.07693334467919,1.97376036301712,2.0872762509021,1.68925815210485
CPSF3,27,1.12890154345933,0.882306888916464,0.909404111472957,1.13495779204794,1.29661531720857,1.33273569140252,1.09558861837696,1.0956918288614,1.24595962310418
KIRREL; KIRREL1,26,0.272382986410246,0.376844039150463,0.639926352551363,0.297163058650446,0.253905605561469,0.285851755618806,0.390971447304828,0.397733051184389,0.288628914333717
WDR82,38,1.92047188256331,2.23258817985307,2.02414522242206,2.35638188151967,1.74781475528698,2.0518081577033,2.16805042168268,2.28493293680621,2.26489359612498
C12orf10,35,1.02921810282953,1.15328007603792,1.25169928876863,1.10641277352164,0.675535462351165,0.905563608988482,1.09793229922464,1.20667451486914,1.03033261274831
LUC7L,41,1.22554159025596,1.39269775037869,1.59479209134031,1.29811668734233,1.05441441479194,1.11616922127418,1.32688652263803,1.57909489714384,1.15906043286201
RAB11FIP5,28,0.755537173647978,0.963562070680704,1.0764064651819,0.838560718095929,0.461164300720229,0.690881005233095,0.882380432490196,1.03691467788692,0.726924893145389
NT5DC1,34,1.47522383145853,1.49723136962957,1.31628670435188,1.6112391893733,1.5172556190184,1.54127520864971,1.59657356729073,1.55840971116109,1.78207774006553
C17orf85; NCBP3,28,1.56235046288153,1.56555886681637,1.83120138843449,1.48340147110737,1.10526543914238,1.37905340773046,1.49292609031961,1.73025255733947,1.37204809660375
CCDC94,33,0.757888116657437,0.976081247327855,1.16572606565878,0.885881141569756,0.736744854121582,0.702111717130526,0.97998256569509,1.04846222165011,0.897837915028415
AKAP8L,34,1.71208021730957,1.69898291056117,2.00788490971996,1.67317759180559,1.35573452464818,1.55897204027635,1.70110556842172,1.86896893953905,1.52511728656204
PPP2R5D,31,1.04491901259274,0.900566371450545,0.713073334245612,1.09586511254025,1.50326774659855,1.21864919722941,1.10165305336356,0.838490829020902,1.2685743694192
HEATR3,32,0.92480845491014,0.776961388198645,0.744230830463184,0.909134594231475,1.30529192189702,1.0349454260002,0.98735649722318,0.776956799947859,1.06373111126582
IDH3B,35,1.58525674860177,1.90675395355198,1.6177699388992,1.71544239605988,1.81823966003845,1.61133476152094,1.80686661123676,1.83144677297015,1.94767831141893
EML4,28,1.00484684575621,0.912672804133605,0.751080095289996,1.05969867151019,1.14379483278364,1.0525023809439,1.08655119008378,0.936720593450064,1.31946546480094
ARHGEF18,30,0.801843209340026,0.764729704630547,0.594078023331788,0.933033831132512,1.00000008728293,0.950205547364762,0.897014099540007,0.78766738534787,1.07900192237185
CSNK2A2,42,1.2298761333344,1.01700664618734,0.879632850522546,1.22757399215741,1.77143856782863,1.29321299710602,1.20058342927662,1.05833729145045,1.37364694609235
PPWD1,29,1.43342933523815,1.3811850849025,1.13719856295081,1.4815411761178,1.78609306486804,1.55649213195826,1.52898035416548,1.45278431836271,1.73617263690912
RBMX,60,0.0818245374704354,0.838142831931389,-0.333414145157759,0.843567710170028,0.0113969475117752,0.0218892731747573,0.480732167715919,0.414946001258144,0.731434945040418
PARP4,28,0.978993591375279,0.777094496566216,0.763553245009504,1.15450318149395,1.58077449927208,1.36307276911926,1.13009000707868,0.990145947241048,1.21790055423626
CUL1,32,1.23335318794302,0.902031842477697,0.81123449714814,1.14771077619839,1.79913007812688,1.35778655236811,1.19805329857242,0.994132396422685,1.34468357562065
NCBP1,33,1.97240099952922,1.64121723061143,1.60412176789559,1.83873169742031,2.55236203289028,2.08279495119926,1.90664754825202,1.68934266143548,1.90042825394751
TYMS,34,0.110622625936029,0.355341914924534,0.208342407962935,0.158481140390355,-0.0563907466701945,0.0417041991591969,0.304415109677814,0.231149322521809,0.439671209525908
SMEK1; PPP4R3A,33,1.03137903944906,0.812332033465145,0.659398277824064,0.948115699686813,1.28141810436573,1.15538217081582,0.928000644987996,0.891601343525913,1.00040341228076
ALAS1,32,1.66602229126624,1.88875790604171,1.81750176282447,1.63981226647521,1.29334297094393,1.57707489098895,2.19285510892223,2.36625567080627,2.2281492506318
SPG7,23,1.11174633960231,1.05532210068411,0.984220841177875,1.19464396828432,1.50743953412148,1.29237361087674,1.18107140563404,1.19819272646512,1.29234362747351
PSMA3,51,2.48916569364176,2.44396322533941,2.5264497820081,2.52291702747375,1.75731668844786,2.28188215636223,2.44050064400943,2.50712150809842,2.47826642191746
ATF2,38,0.564329238269503,0.68134725802715,0.971019896303073,0.733853533548944,0.498657700267085,0.585253884804665,0.256678831464745,0.457411767563551,0.0366820432467829
PSMA7,45,0.542222570149153,0.644540530660132,0.574904652377244,0.684542341923507,0.245802452739825,0.388078286286133,0.661213168741432,0.544550542756207,0.879386573970578
NT5DC2,28,0.963290250287089,0.705536723594221,0.651717270822532,0.763095483698397,1.55282393891997,1.03454391059225,0.862718609519192,0.746158948248828,0.961831366084423
ADSL,27,1.27261135850654,1.24582533668322,1.08941348595907,1.29458926311455,1.42457860185703,1.39845194033277,1.39773206124987,1.23607771613437,1.47803934775567
ANKFY1,30,0.956938003338729,0.78426417193398,0.773118264473856,0.816043281534501,1.40769202663128,1.0690152912423,1.00437930804572,0.852409028377323,1.10029550413169
SNAP23,49,1.52353800688423,1.34908796328931,1.69164951000219,0.910002739755969,1.16261315530636,1.0879557894335,1.11979973650933,0.805506408292711,0.997583455781136
STXBP1,28,0.918225715920128,0.917933816714525,0.636847945236141,1.01142121651213,1.34810619294967,1.13262985292973,1.00846224945031,0.954015276427395,1.26470213029313
CDKN2AIP,25,1.31788402730235,1.48860057969591,1.28265660721388,1.3385375966795,1.41689320764435,1.40782176387254,1.4774629729318,1.63377856982614,1.29604880036977
PPP1R12C,25,0.419471898981506,0.490062935420621,0.76981987233194,0.322814569424148,0.142386017366606,0.255594747083403,0.327022752320467,0.42161015320233,0.291545066095525
INTS4,25,0.544418280572504,0.294619516944026,0.330932508480196,0.521213559747485,1.07518954399566,0.758632040088859,0.528743477875496,0.439532061199591,0.641762205414311
COG4,29,0.683028716571933,0.343166445479923,0.300226494456705,0.515021573302581,0.971773150658366,0.720949402605656,0.59231064885615,0.437191338622895,0.724908158769317
ZW10,26,1.52951285949275,1.18853375222615,1.14956320162973,1.45144552080281,2.00893026915001,1.62339974111648,1.48834513699068,1.29100303371841,1.60657778260375
GNAI2,36,0.670258060559044,0.514459342164578,0.403913662176528,0.749822016489572,0.825847151909667,0.793339575410185,0.646514936501246,0.560024181899424,0.863543676818866
BICD1,27,0.757692350995844,0.835844428052248,0.943004321838487,0.828092473975465,0.157582895413535,0.58559652702,0.789604703503811,0.824574820180599,0.797645106807115
LGALS1,59,3.05170817825538,2.9057194581603,3.29834029221899,2.6581262073857,2.6383939391324,2.67575332704384,2.74796817386179,2.7062274759751,2.33946603043663
MAP4K4,21,-0.24616311534186,-0.302387687610066,-0.479926734987938,-0.237985951855343,0.257100572282116,-0.100762683953677,-0.0935347675140399,-0.196099884306506,-0.0985245963493568
PIK3R2,30,0.923994522566471,1.09029133804932,1.24993741809026,0.962466285161096,0.561827170928044,0.817812562223956,1.09260023475658,1.10428559186758,1.05738934199201
ARID2,27,0.940301562250383,0.848313889989392,0.844238433324961,0.964765900986317,1.16203018479561,1.06248202481456,1.02400734739122,1.05564011643681,1.1605018924861
DNAJC21,28,1.13383762738663,1.43557611201233,1.2122771273727,1.58317771350925,0.892134931431379,1.37267443677267,1.36617307814165,1.44141987627151,1.50960817556022
ZC3H15,35,1.46366850241854,2.12694174519512,1.76267091665903,2.25026720503487,1.72176031903881,1.81889132176521,2.06958080953602,2.21631481848061,1.86300624836999
FHOD1,27,0.90967586641362,0.712165324662697,0.582124560332531,0.939850816212152,1.48781943221155,1.10445270710521,0.985574078796366,0.757171940971245,1.16168487213992
IPO8,26,1.13770416589595,0.768148970914288,0.819268023395564,0.955913215876786,1.68689618703382,1.16187655486164,1.14247640071312,0.841693714865439,1.23212071563911
PWP1,49,1.75380416714635,1.82751401691187,2.040457293197,1.98581389322431,1.54445251019952,1.76771972209809,1.98930887896479,2.23358968469235,1.79283981951511
PPP2R2A,33,0.871587409707182,1.08702022331717,0.958437013953116,1.16998728839546,0.525611592765362,0.87600608380885,1.03411158519983,1.17336382722177,1.08438197603298
SNX9,27,1.26689118289676,1.35761342017391,1.24327322142109,1.34901858040403,0.96982716102803,1.21400254732387,1.40291106061635,1.39179449876677,1.62089680110841
MED15,48,0.771526118670398,0.968932416504069,1.19029218211955,0.767892080389759,0.465241358454286,0.602896542667766,0.845577227108604,0.930781334544994,0.666031867409323
CC2D1A,33,0.932691420507606,1.34123220598968,0.908957585026918,1.49556178763156,0.794305634623276,1.17878083227861,1.3320542286178,1.31831256085522,1.54223969604015
CCDC6,46,1.73549736371457,1.86437724709282,2.06891681056108,1.77416350881246,1.45458765185574,1.57996689232571,1.76832646218686,1.94656534455921,1.55337296273153
STAM2,34,1.86421128120177,1.92689972995738,2.19516606796188,1.79272761064198,1.39282404245711,1.61173855730868,1.77320066212962,1.90365006495128,1.61178062929323
ALDH5A1,31,1.10873076776721,1.33165786035818,1.12170234426032,1.32720832005432,1.09491812479011,1.27726539275361,1.29738703199412,1.4002310648334,1.56375969341304
KPNA4,43,1.17375732376728,1.11493341909702,1.51815061873044,1.0910407599019,0.875818984459357,1.12406923517223,1.159150989802,1.10417210106821,1.13966726641415
ARFGAP3,32,1.17028053550199,1.36325442027012,1.35375154186603,1.28005695677649,1.01765680013575,1.03604901753175,1.36542161690076,1.35268190688957,1.38483359807261
RAD23A,44,1.74461395039155,1.76483038704112,2.04380228667529,1.11810526791962,1.44049343830099,1.52275037362202,1.41329916226613,1.37688725727982,0.894871821467996
KANK1,28,0.584042745843782,0.543701491729317,0.672911493091656,0.683082991125493,0.238844785113939,0.560785610648285,0.591857208818611,0.695231528955123,0.678734016856504
ASXL1,26,-0.0874490108451429,0.289216507311908,0.1181747012321,0.293009502948813,-0.265485387878179,0.0109096511285021,0.218905488832819,0.332575339086871,0.193163473489411
ATP13A1,27,1.1372026031594,0.902642016332541,0.897041830006415,1.02154826234591,1.71898856978876,1.30832207476044,1.1406174569908,1.00912062110179,1.19703162763039
ARHGAP1,37,1.59821583204345,1.5999389291756,1.60817478211801,1.54348303439698,1.51704522160795,1.62546745206326,1.67430047258253,1.60663572207429,1.61336038729124
OTUD5,26,-0.115504764699365,-0.0359116863658446,0.182079474699046,-0.186854279272595,-0.458027057940312,-0.356450188953282,-0.0475981370465846,0.172714598211693,-0.0923802299881942
TBC1D15,37,1.17434412310054,0.945140054017193,0.826919440650681,1.20157403538418,1.47108201673476,1.2934227673777,1.17204996482746,1.04940562207011,1.33969327302864
ALDOC,86,-1.26354202100236,-1.22250625200163,-0.881273535636959,-1.16121131397425,-1.62104056157359,-1.31684710939916,-1.25259155922089,-1.19093817919073,-1.31710442893888
FANCD2,31,0.805698910445246,0.547295924173124,0.491983539199611,0.777318763631008,1.60687635570477,0.997684640397102,0.876001063510225,0.623719132123973,0.902521793853527
PPP1R21,26,1.04871101284723,1.05053977291403,0.945370212734394,1.09929443217886,0.898017653214362,1.04080485676692,1.13045430429708,1.05663748601742,1.25692633222926
BCKDHA,36,1.3343429785116,1.39308861283741,1.64188541421392,1.34380768467128,1.02901394060209,1.18959572224804,1.28822703270865,1.53190758514855,1.06169375604802
MED23,26,0.63068347096257,0.309696383868813,0.328835706175472,0.504067333867868,1.45630778212007,0.871516947426324,0.648478529298588,0.35525908618512,0.632295086174489
MMS19,33,0.836858762891543,0.699299017618173,0.719635358682497,0.863255617388631,1.54489975615886,1.10660309510341,0.988045874869025,0.787738052000227,1.00608411203556
SKP1,44,2.06541550330074,1.31584821929937,2.44901548116482,0.790637409219265,1.54860998714568,1.5290349249849,1.07453876208706,1.03292562936239,0.375687345260467
RCOR1,29,1.14420866312193,1.2353034768262,1.26651425788367,1.22783512130969,0.554328384754724,1.07317524386677,1.17189828580288,1.29040465335276,1.20942006877341
PACSIN3,34,0.895095015400489,1.09467692042009,1.19584605403511,1.09338330227735,0.729317447639239,0.938557057456977,1.04861338007259,1.17043999314885,1.02112419023119
PGM3,42,1.90063183500793,1.94866015889481,1.83207644260827,1.91719905075358,1.86061594047752,1.93466219885682,2.05298506159544,1.97023359499684,2.17417537310911
RNMT,27,1.45853862965339,1.68946734789808,1.18871644193936,1.70128231289901,1.41410888022701,1.56141285422079,1.6155837528796,1.67210477443785,1.94866193668247
OTUB1,38,1.92945070826287,1.85447689915302,2.06394021990184,1.13723015488304,1.5336768005046,1.83983931047156,1.54901293465706,1.47480927420303,1.14018920666834
DAG1,33,1.96857190484449,1.84717321916058,2.23843251115871,1.62990063227724,1.7499350265808,1.61062784682771,1.76825957785486,1.76749248939517,1.58131649594031
RAP1GDS1,30,1.81911328915588,1.55558360810786,1.70978109534435,1.48664213369278,1.74212541504189,1.73831205570926,1.73521014830564,1.58076796572933,1.78981589265061
EXOC7,30,1.90832434050412,1.68755668071814,1.34533683506315,1.75671532918335,1.98250562251053,1.88741834673768,1.70701460718088,1.59141371055678,2.03771889496942
MAP7D1,34,0.263769856105538,0.660934968910802,-0.0734773549611756,1.09257101432322,0.366557083594879,0.520279054195418,0.750255732324867,0.530936940074115,1.30678214631623
TROVE2,34,1.25177270673496,1.12741165292662,0.976022480533787,1.38774541036728,1.82955119326655,1.58713741073237,1.45033072697043,1.36916297299564,1.59660995595913
LIG3,29,1.46742417026947,1.79185958077042,1.32041788865901,1.64816118166375,1.5688812651065,1.49514782350063,1.75809061228979,1.79211263805538,1.88132353895404
HIP1R,27,0.629114781493552,0.644248679136174,0.395559664528571,0.790165959506025,0.928553995289304,0.863796708680216,0.732675799095434,0.682821823429306,0.843492219544235
NDUFV1,34,1.58995596555226,1.80160877720068,1.84173401468249,1.84402203076609,1.21089044619116,1.5824411448245,1.8033132135268,1.96755356887747,1.75097668473282
WWC2,35,1.20788094801278,1.16502556087732,1.17089635249835,1.36730746089063,1.15136068007288,1.39000206317586,1.14942618419381,1.07290832632164,1.29511168111572
CLPP,28,1.3785540990531,1.48298111069141,1.66862212199876,1.39179071590944,1.00405929062469,1.27263380761208,1.35035428486199,1.5725472258792,1.23446902779796
ARFGAP2,33,0.312029861710506,0.541665887600258,0.528652084806685,0.366793772068789,0.0359813620891334,0.106173273845679,0.524631430467332,0.459542517549719,0.509527381729333
RAB2A,34,0.213268503295437,-0.00903774596945084,0.00227432245580239,0.0487533081723246,0.348224464414644,0.13717171342164,0.167188308867424,0.022514197792507,0.274529726194382
REXO2,35,2.06198434683235,2.0145813319051,2.23110258144949,2.02089542506406,1.61613896069657,1.7948517257225,2.03037958691249,2.08204189917924,2.00112190739053
PUS7,26,1.08588480402159,1.29615289024165,1.02981824589676,1.05209971650791,1.16775996877798,1.12915528791545,1.28794713326247,1.17644368147773,1.45577862529076
SLC25A4,59,-0.79073448478619,-0.992946134238865,-1.12310434105236,-0.8662029571022,-0.083253428875194,-0.714232590315966,-0.803884505669075,-0.9069363438935,-0.745771375324855
RAP1B,46,-0.381770291796173,-0.18067086891314,-0.467284566796422,-0.295492946677596,-0.158216904299881,-0.176830746507736,-0.250150679727463,-0.100006296631548,-0.453777080426308
NCAPG2,25,0.920034591817581,0.80699666485544,0.837013905573409,0.860732099094548,1.43667947642182,1.06827993517312,0.903545042488238,0.787596715233924,0.857652661243838
GNL1,32,1.32525655736385,1.13007157621089,1.26322407426349,1.06087171358387,1.43017623578402,1.29673309596903,1.19983973368775,1.1043423339195,1.1565860035424
MARCKSL1,38,0.793655252727197,0.82184754394555,1.1453992645544,-0.0965756109083777,0.445034805088993,0.314743361512649,0.374105805464382,0.134550479073287,-0.103582577217615
CWF19L1,30,1.48896915457179,1.73803745910168,1.38798117247165,1.82115774100497,1.46956064490257,1.59062399950631,1.75140661179723,1.73974436797645,1.99533505449508
AIP,36,1.83023364151416,1.96925283739176,2.21514374336035,2.03287553888512,1.6255701866294,1.85935437868986,1.95575361882042,2.01721989812299,1.88322672793895
BAG2,41,1.49501030422886,1.50797782604565,1.73090321585083,1.36461844707099,1.05484928895978,1.16229009910742,1.42696401142369,1.47612540174532,1.21602030526298
PPP3CA,37,0.881982766625777,0.850466032867882,0.799719196233692,0.852344804510709,0.81464909237728,0.872022673165908,0.957455914051415,0.861703300550504,1.1035107830219
