,PSMs,F1.126.DMSO,F1.127N.DMSO,F1.127C.DMSO,F1.128N.MLN4924,F1.128C.MLN4924,F1.129N.MLN4924,F1.129C.CSN5i.R,F1.130N.CSN5i.R,F1.130C.CSN5i.R
AHNAK,997,6.55639859304398,6.7733566106298,6.63340945167938,6.65044805362441,6.18204443166737,6.53730903846201,6.45966659071995,6.60764685235735,6.12307272785007
FLNA,569,5.28333366212407,5.36365518967956,5.31983582789922,5.23202857442607,5.06759069453872,5.24192523088048,5.21070047560228,5.30822671681555,5.15192214278927
MYH9,632,4.87512623715099,4.6816991108838,4.82872063097137,4.75079976212897,5.22014268753817,4.82426387338939,5.06900524536847,4.92219310847286,5.40955078662183
PRKDC,486,5.06073858319337,4.81834771424035,5.01944504378072,5.17996245368477,5.84611509032489,5.2538573330399,5.31893972131256,5.06788693544921,5.96023396282967
DYNC1H1,361,4.7683437826429,4.55064062236654,4.76365016134096,4.75535780463771,5.33301502837714,4.83936203845412,4.9920599031358,4.80764652051781,5.55993130436158
FASN,630,5.43081560547118,5.28449627611736,5.37983887357063,5.22556655047669,5.6304071106766,5.31795160870091,5.62429210174935,5.43990307321045,5.8720427942399
AKAP12,620,-0.238313431216396,-0.157514253695668,-0.155264198370206,-0.490603698262841,-0.574568196871578,-0.402011374436803,-0.384728566028913,-0.212518713130212,-0.51906095383038
FLNB,418,4.97067168981421,4.9317534760124,4.99788648596091,4.95248595559299,4.84674720763795,4.93257706930733,4.95886281693343,5.0360560233796,4.87955979888272
SPTAN1,333,4.78355937578871,4.77435766761961,4.81939496546192,4.72287957532737,4.68283062293805,4.76795830286031,4.85279451356421,4.88842761634929,4.69457667333161
SPTBN1,273,0.147170040275338,0.0133503082102582,0.142125081490313,0.0236002417836811,0.610024315019301,0.195495219173219,0.427723648827747,0.308474000639766,0.705150067319412
TLN1,283,4.23471247454126,4.12990285225026,4.25005364710874,3.96642061333643,4.11923515446363,4.02651452641577,4.27008295505366,4.19548237761693,4.28694152280411
CLTC,446,4.55239372597409,4.33300849243118,4.52965394667426,4.44298880586621,5.00239451514038,4.56644673476619,4.78308234834232,4.58047807748667,5.13896313691208
MKI67,287,1.44491938991564,1.18166647092427,1.37589804456632,1.47126025721136,2.1851630690185,1.64311363051451,1.4902244341795,1.33162878177106,2.15510458584465
SRRM2,391,4.03321709475205,4.19625039451723,4.18795061830186,4.16977902400168,3.91169439191853,4.10641939807022,4.01265006187356,4.19248430908788,3.84875157966208
HSPD1,1134,6.1821519009022,6.5100623297943,6.22084308968424,6.31086449196367,5.87158594938327,6.21851292338161,6.07167510572831,6.22874029877822,5.82190293285513
ACTN4,519,4.55778622223229,4.6416270666819,4.60616350034077,4.470733668513,4.47524866345197,4.4856524473196,4.62818969422427,4.64620596278986,4.5513240413247
DSP,235,4.30653221182967,4.09566364878658,4.18534081579885,4.10681615178092,4.3708517923782,4.13557281029113,4.33517709532141,4.26861362527368,4.50123365886022
EPRS,355,4.74271561012966,4.55905369836651,4.72071156111381,4.55865496251542,4.99473925824351,4.65565139756102,4.92882864973659,4.80984909989824,5.19651496482073
SNRNP200,248,4.22418408107073,4.03890004748802,4.20392974578042,4.24868793968539,4.82616216319219,4.35834606808363,4.50953308408378,4.3159220732702,4.86743019677005
HSP90AB1,1441,4.22158410932821,4.487193830118,4.23917909169091,4.05346481217259,4.12863037598758,4.06567595412542,4.24286781191893,4.24624184052836,4.2926677215043
HSPA4,499,5.14745754932558,5.24789426575587,5.17849736237171,5.07805533920388,4.79140789598087,5.015370784346,5.00809577700836,5.11219783842161,4.81698278414346
FAT1,219,3.95218410213132,3.93430960441038,3.99137208648807,4.04743874385942,3.97832228315463,4.07841298909971,4.10301189845973,4.19874105686587,4.00668304707047
TPR,282,4.32239253555857,4.42624680640206,4.37996486181063,4.45521867627884,4.17052008868607,4.45230457358115,4.16984410440924,4.30961096062438,3.97873248896629
KRT18,891,5.72677213847708,5.92217377714038,5.70918446282477,5.73016346483984,5.25097371592391,5.63643665058821,5.50770983119037,5.67247657608653,5.19607163412815
IQGAP1,217,3.68691362927412,3.4676876862524,3.6919640359824,3.60815579322276,4.28575640966758,3.71615423933928,3.91904255535669,3.74258073861233,4.56071711237725
HSPA8,1003,5.95728654553419,6.27093094554561,6.01387780389774,5.96314845262119,5.56775584214124,5.85721491887841,5.82665049185011,5.94908773863872,5.58350142052238
CAD,213,3.60093203709574,3.38978390696035,3.57807980649327,3.38864943262398,3.78625717490906,3.46960374642418,3.75477424210694,3.58362817212155,4.0227565406785
LRPPRC,298,4.47576710331262,4.25943108732721,4.40160418530044,4.38772923087548,4.76719848582261,4.48703722613379,4.64102832560835,4.53520230271498,4.82702111896924
GCN1L1; GCN1,216,4.01888724429349,3.81415036695232,4.01361034096763,3.93919594284823,4.50194879056066,4.0173358544878,4.19464602437904,3.95504949308874,4.70245057129358
EEF2,563,5.62414051212366,5.62636096843515,5.5885134317726,5.3530410288407,5.43597537698843,5.36580401425429,5.60841648974756,5.56351897360373,5.63034780692807
RANBP2,191,3.30973941239412,3.15129018728568,3.29774854317914,3.31137925432539,3.70585150854336,3.36775093161069,3.49291738284446,3.40943320441395,3.79946019545359
HSPH1,535,1.72580412798773,1.79462906014558,1.75743404316824,1.62796253309683,1.35333046382702,1.57294349611687,1.66130088351036,1.73340100032828,1.37730963942762
VCP,330,4.55548126141998,4.69705975690126,4.59786573658839,4.53392711879671,4.17940150589805,4.53078108461447,4.38957571214168,4.52066203697775,4.18914076212057
TUBB,892,2.77562703443471,3.08143189650008,2.90654080895609,2.64304433420159,2.37892363287282,2.58465829515071,2.71445215733178,2.7791310160183,2.50162611452323
HSPA9,535,5.3017080028423,5.63868146249184,5.34305813701572,5.44363295602772,4.94787060933533,5.34334349120214,5.13407233019632,5.30679988587278,4.8953906956025
HSP90AA1,1259,5.06063082958963,5.18855329874464,5.10323282083461,4.90748412248107,4.9112353451314,4.92270853541883,5.09994943587765,5.14456244554368,5.06071353456634
PRPF8,236,3.79626680049375,3.53383561190789,3.8184656369228,4.02112085891908,4.74939486231148,4.03789708833002,4.15798310960161,3.84688959169925,4.81673047808651
DHX9,292,3.7201756856276,3.48329355037454,3.65150146770607,3.74944364680839,4.21850041024134,3.79049862043553,3.93529698995568,3.8029387555682,4.27565653266345
FLNC,196,3.44147531429222,3.35108232068315,3.46517132798636,3.26293100882667,3.26082417129873,3.30847642378908,3.38863052112224,3.40817230888851,3.3659735416973
TUBB4A,765,-0.789558814247103,-0.913929847869158,-0.726715497472449,-0.976112568996522,-1.10251928181977,-0.954177163276675,-0.838562268503837,-0.731098322017933,-0.854793973364904
ATP5B,456,4.82894136037972,5.02162329135293,4.8542090462406,4.93482132043562,4.59326757417064,4.84318358068482,4.77668956063556,4.91085904915304,4.51322808067504
MYH10,171,2.96868234574979,2.7222000258448,2.89960991867798,2.83864846437781,3.36182979285129,2.93404109240028,3.13024382140678,2.9815508052635,3.50509749790861
GOLGB1,162,3.24331442418745,3.20859338921701,3.27143206791535,3.30749193552699,3.38727394638227,3.36323360228309,3.39719796474484,3.39485041665602,3.40241073381401
HNRNPM,703,5.57540334025897,5.72459238796858,5.54774409148979,5.61536213380431,5.36849238568716,5.57869181379862,5.50886802368188,5.61012316902031,5.33504316931618
MYOF,199,3.91847185687083,3.77809905889,3.88399710607416,3.90639419430391,4.42903561041745,3.94737773162105,4.1597766346283,3.99291942458583,4.50881715363439
LMNA,552,2.00336754967021,2.41843923041971,2.06869839662332,2.16649858315133,1.75222226024364,2.05705466250407,1.98182869702923,2.12693875781977,1.70678484941036
EPPK1,158,2.82843515158825,2.66555349817827,2.771738727253,2.76247457114337,2.97633533382307,2.81243229378415,3.01744181626148,2.96139563837879,3.10975147779932
MDN1,130,3.07773434574082,2.94105512244282,3.14198525158559,3.21153894768391,3.80212955131039,3.26706723179447,3.33722459649769,3.12671440589631,3.885062380402
TNKS1BP1,142,3.05689038713208,3.22988660942344,3.14927327877201,3.04724450451897,2.58341098808692,2.98512704897547,2.88256160380899,3.05267446086838,2.64141090155493
ENO1,811,5.74290029228738,6.06159328980046,5.80994811857949,5.60844306345503,5.24422041665497,5.54363797754075,5.57807751601402,5.6738848017191,5.30869271221317
CHD4,188,3.26620261595849,3.07541310724697,3.22231526980613,3.33760814636956,3.87713228777821,3.41761238495407,3.56629954867226,3.40946394420068,3.92421716923427
TUBB2A,754,0.636187824076329,0.840447930402789,0.773590218130057,0.546050361490412,0.271140903349361,0.573863745297084,0.647980188345059,0.920436109928092,0.412368318091566
GAPDH,644,5.82622367938581,5.92697388623185,5.82819385713468,5.65636752770373,5.28158010521829,5.55152328312415,5.61104677841416,5.70597539881994,5.36171178814558
CCT2,474,5.00092686003316,5.08792954574415,5.01059796129906,4.79719465793441,4.59997969276437,4.76744444698389,4.87720029442708,4.90739133106721,4.68085895432462
CCT5,568,5.29261507672155,5.43405133948534,5.30190059224294,5.11328308830349,4.92488791810543,5.08891215031375,5.18278756663297,5.20100710537947,4.99107545830588
ACTN1,314,3.12738088933123,3.09822429691682,3.16246511030504,2.97359334921853,3.05524639740612,3.01159297146683,3.18900445119893,3.19614183017998,3.13350368315605
UBR4,135,3.12085004672506,2.81556746453665,3.0826443071578,2.99572383619798,3.62420127422723,3.07001265239549,3.34532835458949,3.07919677115028,3.86787385534771
CENPF,126,3.36712478988417,3.45506493256996,3.44892921074653,3.83974999192808,3.64702173763217,3.90264454234078,3.32347088936913,3.37672665386303,3.06571956076113
EZR,449,4.08313733935906,4.31457832458593,4.07742580599322,3.89362369643444,3.58056220743058,3.87279461459422,3.81291949556427,3.92480847121394,3.74581476981377
SF3B3,223,3.76365165748802,3.64387586696403,3.76644210176451,3.74084338528803,3.97960965348488,3.79826261066144,3.89844889743938,3.86601155645407,3.9731964739503
VCL,246,4.12544190964987,4.14512789475553,4.14554668746014,3.90964208524001,3.76135762823467,3.88019120753243,4.05612418751755,4.11394378582796,3.92567189514791
ILF3,319,4.16842578584352,4.24446776027638,4.18593436742476,4.2693644421895,4.27822016383974,4.27837069136304,4.24798117067127,4.30769903628631,4.31785879488626
ITGB4,172,3.32548997409923,3.27399401277845,3.35807125879639,3.30755091251338,3.4013248018552,3.34085285175263,3.40475265838069,3.43713896412245,3.51288326695389
SF3B2,339,4.67055549180653,4.82146041193059,4.71044623513786,4.79704764131974,4.28917818195542,4.69410584724744,4.4897967251225,4.67451805507416,4.20386544819084
TCP1,288,4.42267799017104,4.41486195091837,4.40567208105517,4.1514300255728,4.2297394057832,4.19198652776349,4.45282372934207,4.40624808920269,4.39048402832167
TUBB3,580,0.633485785751706,0.607559700226428,0.591018862200769,0.388816678991722,0.127550049720512,0.366217216330979,0.437219357274378,0.477754143563457,0.190643656563795
TUBA1A,606,0.59729670333571,0.609954215366811,0.581770126652394,0.312349449614786,0.21029894250627,0.345530505315864,0.409420067954361,0.557594821774677,0.257181168971181
KHSRP,408,4.6223225775673,4.80814721651951,4.60107359389592,4.64994518657097,4.25145488693891,4.574093715903,4.42922499806147,4.61053770390193,4.20074744870577
PDIA4,344,4.8251933168691,4.88926079371188,4.85812996571799,4.8724904382357,4.6191966632903,4.84345918940478,4.76889090213037,4.92058710180644,4.61004527690723
HNRNPA2B1,492,4.51306083221638,4.84917654621837,4.54168179704277,4.71569761712572,4.1972171734193,4.54111757497084,4.32285979368436,4.48800833962469,4.07299624952704
LMNB1,383,4.51595856156374,4.66938888263596,4.5252381442796,4.62604843900489,4.30455498749954,4.56747381073769,4.42024779011765,4.5506849433829,4.24544580481078
TP53BP1,122,3.04571940007561,3.09267047035417,3.04507661379308,3.0595883817749,2.85843786257485,3.0871586356799,2.96499304656082,3.11417013235577,2.82554399792985
HSPA1A; HSPA1B,465,4.33252796126011,4.58415474593476,4.38741562435532,4.3417320713158,3.96664789511471,4.24786357684545,4.21200543467027,4.30429746462438,3.9658035920886
DST,130,2.83982396839094,2.57243228820646,2.76253641821576,2.79522969852617,3.36026571716377,2.91492218240426,3.05860824550665,2.89629093278164,3.46267191370306
SSFA2,211,3.78189360314595,3.88003776772672,3.84833975233624,3.75152611554059,3.53454031741809,3.72662815675223,3.72065121253045,3.79097781473418,3.5493512951857
HSP90B1,463,5.15256396172009,5.37386551336654,5.19731710221056,5.25309660711587,4.94803502735438,5.18896154578978,5.12409365560996,5.24840877273948,4.89864682541742
TUBA1C,517,1.9498394375684,1.95042437026358,2.03257233987393,1.65491383719645,1.61739442065631,1.76934256860148,1.90287551226331,1.9442262700591,1.78691103914235
ATP1A1,190,2.8824296968088,2.73119594747963,2.89351795498302,2.83987233197826,3.25436809395235,2.95294924387877,3.09492174437868,2.98365828711582,3.31699258677607
IPO5,174,3.16855911255765,2.98237256758794,3.23417012673965,2.94449630785978,3.53497820543467,3.08037504385743,3.41368985719089,3.22055983449711,3.75110587955413
KIF5B,176,3.50662835207092,3.50480754912768,3.51631184521363,3.31862523425954,3.11738448373239,3.2540487226715,3.35338684722752,3.42727465456011,3.20230729078839
TRIM28,322,4.44412109652889,4.48286651314171,4.40428824273253,4.52842179915373,4.25625779117136,4.51840621210744,4.41614746105739,4.51990767172788,4.17233573761939
HNRNPL,447,4.70603071918088,4.84341552283285,4.68946660702654,4.84640244610626,4.32043303013798,4.69230614671967,4.50810026514059,4.71631886263706,4.24947058354322
UBA1,217,4.1018115016435,4.04955784617417,4.10663137617239,3.93574691098645,3.89696981197292,3.92507433286975,4.07047948049462,4.09156860415163,3.99939669299197
DNMT1,148,3.26993565678782,3.01035550220312,3.26139404745254,3.26314389214517,4.01261444024473,3.38034225287717,3.52127449030776,3.29732066454734,4.15086453225465
PTBP1,297,2.97258193722121,3.0218135144292,2.96481866744675,2.90769811879274,3.02092268110545,2.95334217749077,3.06746001829671,3.04825892906775,3.11664893129493
GART,188,3.9773465191581,4.01744936985935,4.00915169836953,3.73970737047834,3.58662969136077,3.72690397150725,3.85176606962947,3.88160744803356,3.72206962341322
HSPA5,486,4.77747489846272,5.38042794494304,4.86495544749896,5.01509330936386,4.52401544296293,4.86595484091016,4.73515873531853,4.90063856361608,4.48849392538061
SF3B1,174,3.57267307136748,3.28703080719582,3.53386978160124,3.60271079462723,4.21819748214766,3.66707536337247,3.81304383009818,3.60225118513751,4.26568282482108
NASP,250,0.87092300341706,0.957312140156526,0.933209060929929,0.783022904673997,0.871364422313219,0.737574197889668,0.728230909452147,0.662844672809868,0.945259145743423
CCT3,432,4.67203745910776,4.69672403108711,4.65054341312163,4.42893401788936,4.33377723619735,4.44611955553233,4.56321062050426,4.58368265867798,4.39642955719641
HYOU1,163,3.70007082497812,3.88673745462265,3.74475974333448,3.79400944686211,3.4294936316961,3.72050068453073,3.64367561230387,3.77536710944881,3.36284166968932
HDLBP,181,4.12804949025219,4.23694983744663,4.16080977326914,4.08537471950224,3.87038158778417,4.04316729749968,4.03909340244452,4.12191990139969,3.85687272631108
HUWE1,106,2.50311721205523,2.3721507181035,2.50648844269807,2.49491537765579,3.02498099525081,2.60700737783959,2.73708209585668,2.5802732878731,3.14158441265284
CLUH; KIAA0664,133,2.94474946446281,2.72432676577957,2.95661329374692,2.73948880350155,3.26584520788289,2.87225444277208,3.12524568129129,2.91230237916242,3.4546559581033
UBAP2L,213,3.49747624620437,3.62567276961802,3.52169574503341,3.42590826150417,2.92082617192628,3.3644455164388,3.1872149428673,3.4270317357111,2.97405328204311
USP7,140,3.87978557212686,3.71872670567775,3.85095127574306,3.76251759621057,4.00725932258795,3.89259913011479,3.96348159919256,3.96003210177475,4.07195465235903
HNRNPU,349,4.66190388699017,4.81780006017632,4.58619636441911,4.69246758357066,4.61430125867424,4.63626535272886,4.57406030979386,4.63969554786356,4.5878063184664
MSN,343,2.96772495302709,2.94328446507321,2.94178924352292,2.77856220590121,2.80384652859244,2.78805551905397,2.93556349648886,2.92345294905168,2.9665998217799
AKAP9,110,2.64191290736645,2.51879432460439,2.63022604295888,2.56052443634935,2.78208232819833,2.64967499174991,2.79143603795225,2.67348167754083,2.8040313089966
DIDO1,118,3.16231287443039,3.09484196550059,3.04910888950661,3.1047473824589,2.98048512404648,3.10265152894418,2.98263955188796,3.1105443195691,2.90980834111813
ITPR3,121,3.04106647915992,2.80225992835883,2.97262385666049,3.00368123717594,3.53517277967721,3.07167854037036,3.18051657222655,2.97500213231909,3.62540694253347
GANAB,231,3.98592114214416,4.02207286911938,3.98109072320731,4.01549954086038,4.00408237147902,3.99061236928178,4.05545871353052,4.0987733511866,4.02609640303933
MDC1,117,3.29546420815156,3.22976684890863,3.03117626238891,3.22443466673439,2.887037505571,3.07149755874296,2.82827634129121,3.14200241843849,2.88127568671793
IARS,151,3.51310020690193,3.2269196108799,3.48297248974431,3.32466987119949,3.89505703841509,3.36618770582132,3.70188403850652,3.47875062164046,4.09490594533886
GOLGA3,126,3.18126841008833,3.30066366506617,3.21302700311277,3.15880419136133,2.85680413833875,3.10576559141544,3.00726288535907,3.13391362818077,2.78407467668228
ARID1A,111,2.67588815449169,2.51908836211502,2.64618730533949,2.64140753840757,2.70608916169209,2.67147645252607,2.73489626009887,2.75087777563824,2.73643215732292
YLPM1,148,3.30619898043088,3.39403850309226,3.28434943696756,3.35146152817125,2.89027348688511,3.31793635153163,3.0868888052944,3.29406101189474,2.88962760328893
MCM4,198,3.58538699538373,3.65004205426472,3.61572345239054,3.67804454146825,3.45920092072239,3.68478905066033,3.60728775351264,3.67117594740182,3.45208234536847
STIP1,469,5.36346054200834,5.56773190206706,5.39438061349578,5.26394952312545,4.82595343060377,5.18085539171503,5.09249094686568,5.21827167180653,4.88352308360069
MCM3,186,3.8377923424523,3.85401168805851,3.86918523544994,3.86011874246625,3.76770572070687,3.89881430414667,3.87553443333453,3.91540119885082,3.76882145281431
ACLY,204,4.08989354879352,3.9539629912206,4.09499471756222,3.90857322786017,4.26136822663352,4.00773903171144,4.26849708610881,4.11541440388273,4.49466945422613
CTNND1,169,3.49447464255093,3.54196117663886,3.51520565979918,3.4747571915273,3.24904001166669,3.42341011527789,3.43350405271034,3.54264910361258,3.27945416905338
SUPT6H,126,2.60578955923406,2.62628704545784,2.64480635825111,2.57603029002832,2.58322281251801,2.64252895166521,2.65465590995725,2.72571869017728,2.53802641635124
CCT8,349,1.64981364507112,1.70330515295633,1.66246142305329,1.54194539347741,1.44575692584546,1.50133649242421,1.61650674019058,1.69123987058484,1.54430963720364
AARS,198,4.11480852909237,4.23522082705543,4.16939342941451,3.89770376344524,3.75445930512129,3.91506339466306,3.92427006518742,4.01415882054558,3.89147703693428
TUBA4A,480,1.65076837678546,2.24086226343217,1.7206413381811,1.59586948289906,1.67512613455156,1.56473760102745,1.59930770827347,1.69810121117058,1.83326202032036
HECTD1,113,2.68649470799908,2.49427760674472,2.67256450684754,2.41997403704055,2.91062618003807,2.56966673686107,2.83012051262873,2.71566019140056,3.1315053899795
SMC1A,126,3.56803109402091,3.48585312271103,3.50363444564292,3.58549765945384,3.78241020412165,3.62349550062816,3.62870779368789,3.58893095426568,3.75919391611659
TJP1,142,3.5200134666555,3.58699749570358,3.56092415820025,3.51464251783285,3.18912532884146,3.47779381801612,3.3894923378388,3.5155445500055,3.23709307499714
PRRC2C,148,3.61955784816288,3.3967612751355,3.45653912272037,3.36529647614077,3.48948911673111,3.45041287907988,3.44087147979578,3.45586404814814,3.61018046830881
SFPQ,384,4.46165032273547,4.51515064219387,4.40004104821464,4.46908683890451,4.20332145861779,4.47096284338069,4.21415682447689,4.40666393801714,4.19210330449588
GEMIN5,142,3.10860263397616,3.00291125686289,3.12475274847752,2.91897543783397,3.31466393907604,3.04644912637949,3.29289171321975,3.1486840521822,3.44473042439601
SUPT16H,189,3.75419916696349,3.59573625622472,3.79161909543417,3.7745144166901,4.18796563715161,3.86886336463641,4.04323308204228,3.91546613782354,4.24889630213615
ATIC,184,3.85282543857178,3.88578768826782,3.87773375338464,3.59620749194708,3.34924178455459,3.56206060403733,3.64960560341233,3.7243601852831,3.44549994260767
TKT,286,4.3923745049597,4.29118298795277,4.37619528070493,4.1819905422377,4.17322620342308,4.27523098383247,4.37174950495662,4.45070522366268,4.28070911851659
PFKP,214,3.02245080099257,2.95998587262122,3.05290682940119,2.88163075637281,3.27420410614402,2.92517449289873,3.2255199480857,3.03070023535864,3.51252724374501
PDCD11,132,3.32123864920399,3.04323395422058,3.29048117668174,3.46204358340472,4.19547932920121,3.52840953058857,3.65844360442482,3.42213427907438,4.27240095011596
DDX5,336,4.12830656196916,4.2285986625957,4.06455459710249,4.12287500223544,3.97150873206107,4.0634026038903,4.02986919408858,4.11384946429277,3.98407080758869
MYH14,114,1.81086128121425,1.737737836297,1.71143601272479,1.74946535469125,2.17589605458944,1.86700842460669,1.98381816419013,1.9049077189913,2.33861881042731
UPF1,137,3.2812313093714,3.30054963830875,3.3081920249266,3.1516928654161,3.02750733443874,3.11165681454254,3.20096257656679,3.265339340539,3.14529214482888
EPB41L2,118,1.23305603492176,1.32241957511381,1.21890546339749,1.14672366716912,0.754897944406245,1.15055706348506,0.987862315929791,1.27201575041638,0.896431410364075
SMCHD1,112,3.04383096044319,2.89836872334127,3.01252087254547,3.04957365237201,3.42338345261614,3.09209166448685,3.22486591178849,3.17333237322329,3.42604325498864
CCT7,304,4.28739875258926,4.19376600292784,4.2198663213577,3.97999070926073,4.01140864828873,4.00144483852226,4.24544978964967,4.20440394772825,4.16439756847165
COPA,124,3.36883739448178,3.12177796255669,3.34628570350917,3.31352456985642,3.91543625974452,3.36884123705414,3.58462267917079,3.3790831007977,4.14356880347734
ATP2A2,149,2.5716652156271,2.49507500626254,2.59628464487525,2.6010275660605,2.93398294513403,2.68004864079343,2.74783180018917,2.67547700053898,2.9631517428836
DDX21,166,3.48775822269257,3.37872768776017,3.47746954922653,3.48834863616732,4.32546212962431,3.63644888537135,3.86197760549421,3.58830651084972,4.40313113282408
NSUN2,137,3.65019561357769,3.72672621497851,3.69851563354942,3.65454294059671,3.30986710882283,3.62013372600096,3.48672126534302,3.62220268831252,3.31617685671973
POLR2A,126,3.04919926919809,2.93944493071747,3.02470651256437,3.46095694718187,3.84476662816636,3.50369927795194,3.29298086110231,3.21113846348363,3.43785653825338
TRRAP,102,2.55579984545224,2.39465291036623,2.59014790155019,2.73274067322065,3.33383316219666,2.7686282747184,2.85053500638208,2.62601724170605,3.36066755910408
MCM2,150,3.46787981415499,3.39406522189366,3.43358789565062,3.48391935151808,3.55361072279487,3.55544983263511,3.56538955594674,3.56423707586921,3.58982213304571
GOLGA4,107,-1.76236155241395,-1.49123877604688,-1.7984332268836,-1.70182716338606,-1.97346114944191,-1.56531711694735,-1.69869328260586,-1.52107360071194,-1.93361326896445
IGF2R,100,2.94836480496419,2.9672593149935,2.99822447012181,3.00818795919496,2.96727892827874,2.9986301197875,3.02465342285762,3.1254798462932,2.9502954250004
TUBB6,301,1.88112857949755,1.9679774667535,2.01534796433344,1.72671082108199,1.58843559628657,1.71522777190384,1.78764490161548,1.84806948768093,1.61383622825846
ACACA,101,2.97437526647242,2.73634753039854,2.90937780654503,2.81195630009173,3.28595876537881,2.88310213631584,3.13067617927236,2.97034196489557,3.51132501636092
PABPC1,217,3.20079318863429,3.15753644951599,3.1654949706998,2.99890476095196,3.14604536592917,3.02955494142525,3.16127496339751,3.14702576065899,3.2718751674501
EDC4,104,3.01501831019817,2.94551036809831,3.01995873937691,2.88531024495844,2.92747514705249,2.88956360346105,3.12083294855736,3.04014175588267,3.06405028400211
EIF3A,189,4.07382450436438,3.90398990100005,4.02930642192335,3.97214304927825,4.40133814402083,4.05194511413434,4.16164930257415,3.99347320683595,4.51860096336175
DDB1,163,3.6238427466382,3.48768218951591,3.64396728073058,3.62918999712791,3.76702246469557,3.70621002698033,3.64227677083016,3.62971619080078,3.6501764239725
LMNB2,216,3.89744958817948,4.12484022346499,3.94523913320813,4.05355272616815,3.59138584603907,3.98118239148554,3.74969504773399,3.92030667573919,3.50574605597976
EFTUD2,137,3.49234583142115,3.4195421882563,3.51596119531835,3.47218132518918,3.57077236906267,3.48460619393003,3.57890642693635,3.5864043661294,3.53178159008444
XRCC5,237,4.10053678145231,3.89708726572553,4.04759810651524,4.00140435651356,4.25359969687045,4.04045138330655,4.22174737907775,4.16770952117826,4.31460782931817
EIF4G1,205,-2.88208124492807,-2.29859369810448,-2.58712430467617,-2.57724636038882,-2.99465303088774,-2.56171937183875,-3.40695378973073,-3.05900256758959,-2.56190911724683
GARS,185,3.70616849485816,3.59578272132958,3.71883777883448,3.44654146774442,3.50365252382019,3.43968356411101,3.70510334322499,3.68282053303965,3.5395997888632
PPL,102,3.08707495838661,3.21997279235802,3.07837602948706,3.23913444934131,2.73792387719107,3.17438133425409,2.96013586031598,3.17550309115051,2.7373845947665
KTN1,100,3.13162723541637,3.0522354357936,3.07588950626849,3.15461373354467,3.2998245778753,3.17239124690832,3.1732059011905,3.20048312036081,3.32367945244162
SON,125,1.01490708696909,0.950351692243316,1.10516174371922,1.09216937581652,0.910738660647363,0.99786844137855,0.960285556299601,1.05699802913624,0.74857612667836
DSG2,128,2.75393262643294,2.78079912696009,2.80245312363417,2.75514159604994,2.72207296146222,2.77170614425779,2.81984515623152,2.87124382206682,2.72817680659903
RIF1,92,2.66425782093676,2.44633032998016,2.58259464162891,2.70251560259566,3.17048877442365,2.85136577756459,2.81827687471559,2.69935894409847,3.25284487355247
PSMD1,126,3.14862390994825,2.99045352396515,3.10131929488657,3.00058379901323,3.40633277726162,3.07551001793952,3.3262902151375,3.20817278729467,3.52458301439416
GMPS,156,3.61526018533893,3.75069155529901,3.6870127686202,3.55846912085006,3.22852168146588,3.56638251823367,3.5268695277059,3.64791367236399,3.24485652330206
UHRF1,119,2.79561951339358,2.80628115637377,2.76635139189992,2.95458710766338,2.82421281692356,2.99737313468206,2.72268224490509,2.8222095342308,2.63078868296249
CKAP5,111,3.09404094402497,2.95383611388089,3.09117937729308,3.03987946377138,3.69746542386161,3.13930758704589,3.27987662313361,3.05165063051553,3.8275847119135
PLCB3,104,3.13562244074794,3.18577781685574,3.11395716587229,2.95228793150777,2.88245666916328,2.97231090086119,3.03854409121772,3.09919267833413,2.96425862844823
HEATR1,111,3.14079632431824,2.90104104374383,3.14843824484104,3.22340348947719,3.86742906046965,3.29365725605026,3.42661353970213,3.1443315825699,3.90062078921609
ASNS,186,3.70570919142362,3.57330564032471,3.71789997427337,3.41981036411044,3.77569439436215,3.49187351134695,3.81374819012639,3.69827735980264,3.90126684566953
AHCTF1,95,2.43841006771073,2.27828516241205,2.34367383041895,2.58530308193101,3.32884723902658,2.6058581185896,2.69384922013668,2.42399179392113,3.37089188089943
MTHFD1,145,3.88551515563646,3.89752082731869,3.89320644972975,3.66037351514119,3.4348221512933,3.6353718270761,3.73579285335485,3.77367253061166,3.54830963807122
TFRC,155,3.53913947630888,3.43663484917797,3.51798300399356,3.4787695245643,3.74433361666651,3.51505629951667,3.67873616813061,3.6198931652455,3.77142757867913
CALR,272,4.54844174754812,4.96781591377289,4.64230001752549,4.73922647941315,4.18314681012685,4.63092044252539,4.41286972469146,4.62789432253606,4.27061250669627
SF3A1,285,4.08418017694819,4.32352826643857,4.14996877136913,4.24732043428562,3.72576438506352,4.13918670407863,3.93236216421675,4.1322382618207,3.64259085385044
HNRNPUL2,133,3.38482006179445,3.50188475621754,3.42416044925416,3.468968194594,3.0817630106552,3.42108245474319,3.24060478455899,3.37099228877248,3.03286163642914
NOMO2,105,-1.39381663837755,-1.42261784893819,-1.2793586618189,-1.59301367624714,-1.56452619548595,-1.48987636064888,-1.34127963724567,-1.31200032177299,-1.59221895140409
DDX46,172,3.74148379120301,3.78838133416711,3.76814185655512,3.73843922083738,3.64303268538735,3.73199705621275,3.72270430564291,3.80069043570398,3.6440745958256
