,PSMs,F1.126.DMSO,F1.127N.DMSO,F1.127C.DMSO,F1.128N.MLN4924,F1.128C.MLN4924,F1.129N.MLN4924,F1.129C.CSN5i.R,F1.130N.CSN5i.R,F1.130C.CSN5i.R
SEC31A,77,2.32952014299571,2.31814525329443,2.35963541686892,2.12037598615353,2.10183636097008,2.15007722762735,2.25946221110038,2.31728257292955,2.1920894100501
RBM25,78,2.85199551647285,2.99031214218383,2.89563440884489,2.94453423309843,2.77390234152488,2.91480113232315,2.83592448951368,2.95631254074366,2.70320147975598
EPS8L2,50,1.61785008347776,1.63286838423516,1.59316839581057,1.41565777742633,1.26129471763065,1.4451140763134,1.3875455683316,1.51811268996014,1.41532319648357
HK2,53,1.618923771525,1.51987216928724,1.57608879419314,1.60030558077133,1.91298643317304,1.70359644829292,1.83902127721089,1.74776893663669,1.89527122128596
SRP68,61,2.29341768022108,2.14853704222709,2.2769822513534,2.19413146454299,2.72710631807936,2.30564785021737,2.50312553814935,2.4019748510894,2.90527273136032
ARHGAP18,52,2.33505444304873,2.11586069774808,2.23944052052934,2.02711437654649,2.32676935795686,2.09515736141067,2.30902656713011,2.20204563175756,2.49375664493222
XAB2,62,1.95185491643379,1.77490154065474,1.89671219158798,1.97689755835055,2.47292712701093,2.07196806375902,2.03339521781675,1.87048475562523,2.41846207600424
WAPAL; WAPL,47,2.03186195276508,2.02457756363351,2.09088965040369,2.04080215268343,2.03633202816948,2.10784967104363,2.16267416928027,2.13201473256925,2.03338907900311
EIF6,106,2.58486260146959,2.73233763800345,2.64025963128416,2.53772815831148,2.28792303091492,2.47267704803869,2.47610808462687,2.57156335267892,2.2288542519013
ASH2L,55,2.44089590206457,2.54357599454828,2.4148446127165,2.5331959700863,2.0455129080614,2.4065493103662,2.25263344995343,2.40561638577912,1.98487306253951
NOL11,68,2.52811522335415,2.30694968003913,2.48702403881616,2.46878361738179,2.82866460149464,2.51646633765698,2.66566802336219,2.59017903084627,2.81182879737301
CSDA; YBX3,76,-0.538662539253044,-0.459607166997767,-0.603441921328816,-0.579862308595834,-0.600838259722476,-0.644445766731893,-0.684581382925604,-0.587250677316428,-0.670498014967846
FXR2,60,1.0918632907196,1.10891012848895,1.15340653090676,1.01351243194152,0.923281317110469,1.01212114099163,1.06464310269117,1.1343228664328,0.909199908534058
ME1,61,2.41032847664821,2.4212212661439,2.41536534726137,2.21905193712722,1.94130600574098,2.1736058639462,2.17691417492565,2.23897783852672,2.02798141370026
WDR36,63,1.98433147879584,1.84631843889996,1.97337062375594,2.05323621070907,2.50591277010921,2.05829726248944,2.18353308541137,2.02926065927955,2.51936530512314
PKN1,51,1.16919224624015,0.97184932098382,1.09638453642434,1.01452439303179,1.14052482210372,0.972969922401182,1.066313049872,1.05495577523921,1.22059535445162
AQR,55,1.93901635144767,1.68586295660805,1.90233674078186,2.00531836906954,2.54952301598259,2.07565440295174,2.15556647972659,1.94482026855505,2.5276253271556
ETF1,102,3.08124416621565,3.11300657237141,3.16611393175651,2.80920973549449,3.04888962948113,2.92885555387911,3.14470713366957,3.12233255551288,3.21275467547241
EHMT2,52,1.31820717712379,1.37826854468823,1.30647748097975,1.49910452574129,1.42417162394722,1.49983088434329,1.39874520945974,1.47751957807381,1.26987544392899
EEF1B2,135,3.4577142054707,3.81774030351806,3.59181251538472,3.35214785855708,3.03822093464056,3.37160750205481,3.24883929750001,3.39553340801606,3.14391363647352
RPS3,149,3.70951698733125,3.62583205143335,3.66038835722327,3.65403280202959,3.91519333302942,3.59939525082766,3.76616422517424,3.5580385914001,4.25516095964399
IPO9,50,1.55365760741616,1.28152405578212,1.53685077750687,1.38937402689933,1.80795895610864,1.44656621034731,1.65076549400631,1.48838672853712,2.06456644853698
GNL3,72,2.08615772957314,2.09582792930019,2.2754532977094,2.19311031339865,2.47201271060171,2.34301365351586,2.43231744837773,2.3581175096998,2.49879804797748
CHORDC1,110,3.4490414570665,3.40932072858564,3.47730330500723,3.22939276158419,3.01172329988436,3.2553558727267,3.29672010652365,3.390963634196,3.12619212478472
GPT2,54,1.64665854017537,1.69204824719728,1.65972923007269,1.65519194708471,1.32671315745274,1.57967839819784,1.49146795821071,1.62098202180821,1.30226415453462
CAPRIN1,130,3.43295385749916,3.62887777492649,3.43492965880344,3.38180359339315,2.90310762305803,3.34133330968427,3.15873340042225,3.37436635169362,2.92717524201344
LRRC47,68,2.23050394679668,2.26735824418386,2.22697003399569,2.0610933584827,1.7924154890042,2.04309346270139,2.02890605371867,2.12034322637827,1.81381675262246
CD3EAP,55,1.80898087980464,1.87753645286454,1.7925992780141,1.87440277039361,1.45432200149394,1.76791362700551,1.56309973920679,1.78587192841063,1.28151902692817
ZC3H11A,47,2.38616787919814,2.46400153556239,2.35487752121131,2.45909982096022,2.05205451779209,2.35430506932264,2.20952027966198,2.35735283033161,1.93619575605408
CECR5; HDHD5,52,1.53226567224918,1.76650514047579,1.58619636441911,1.71466393303428,1.19067013575734,1.62033169444599,1.4823237930837,1.70041459305439,1.05506377837695
EMC1,49,2.05136993269132,1.81839749066628,2.01404971817246,1.93704364703986,2.37000666822649,2.00978063513944,2.23548062963776,2.12753685910455,2.43874684491486
SAE1,92,2.63874045747415,2.81345128517245,2.75020522594915,2.61200524572715,2.36026571716377,2.61740890153584,2.57580776483657,2.68052969197044,2.34658025402429
EPB41,55,1.74220061379568,1.81033125142836,1.81575075790707,1.74093073400243,1.6451525384229,1.77753162956711,1.77544588084601,1.8986142195869,1.66366661587439
EIF4A2,144,1.17623790292191,1.15920385061022,1.15977422229211,1.05625785701267,1.24758617537046,1.0713889588678,1.34380877741139,1.34390491199234,1.26290741920897
YWHAH,181,3.18004549299399,3.27283204828193,3.17628863530409,3.00724416711563,2.7273192085782,3.00747416775627,2.92398227634786,3.06146518740732,2.80991053622646
DCP1A,45,1.90461117176093,1.95991367469598,1.91646642592902,1.86128436182524,1.48868561070037,1.83222265954416,1.73900289563809,1.88329061458577,1.5314521650339
ANXA6,79,3.02149153770216,2.93051976585943,2.97266316983008,2.81199787452053,2.88081165654168,2.80644185594177,3.07151921079227,3.07532687869872,2.95711405589649
PSIP1,85,2.88181994417258,2.84897188719693,2.76444516606758,2.84203196399717,2.50715315797763,2.77730971403839,2.68649346539867,2.82741874056206,2.50681889115906
LARP1,63,2.65919032719565,2.46527368618437,2.5348818814739,2.32353296115784,2.61996508833054,2.40033748143293,2.55430068101523,2.53663845072965,2.75964400816711
SFN,178,3.01790710854463,3.11680002617196,3.05115804027396,3.07979155406632,2.69446320735721,3.02701859643059,2.87106280549321,3.02938067883296,2.67345332390166
ABCE1,66,2.35370210257387,2.05037181678632,2.33654307556937,2.12104728812502,2.77575614960223,2.21731918758267,2.53779432033121,2.22262570481947,3.00680944127436
ACTN2,90,-0.386746515124591,-0.461926612900726,-0.444656265956899,-0.463378395830544,-0.243599161150534,-0.496730031689943,-0.299101072519049,-0.215549586179591,-0.110406667850979
DHX16,53,1.92677208958429,1.80342723883603,1.93667950464746,1.93932916535208,2.38918581749916,1.98953996132263,2.11270771588392,2.032377927264,2.5022089944445
INTS1,50,1.82742220084213,1.59914746041023,1.78195995177009,1.88353101903607,2.45976478384491,2.00319176473747,2.03190038132635,1.85594097367556,2.50534353701666
VCPIP1,46,1.92992156426386,1.99880576041532,1.88773376774909,1.81970995719346,1.60947003632609,1.77522203785021,1.72426975641972,1.81317572236574,1.71105766302603
CGN,42,1.46915225889105,1.71113304973418,1.53578684306271,1.63126486778035,1.11523863174463,1.581814744945,1.28347048459738,1.49082931354101,1.01352398822366
NUP107,56,1.97070991956024,1.79211699467714,1.94760115578041,2.01235503513585,2.41373292983667,2.01889472293118,2.16618248102481,2.01970715007137,2.46603135438228
TPX2,66,2.55002895545438,2.6301033406586,2.57365447718836,2.87121414042747,2.78167237847947,2.81377455730833,2.4279942776231,2.52641353949936,2.34032495432669
FN1,43,1.64205694401141,1.38355334535004,2.20284091296155,1.34994472424726,1.40119137341201,1.40212324485316,1.40414753566873,1.26251715958993,1.26301324682984
HMGCS1,61,2.27248102383045,2.53850856734717,2.38850635309296,2.1921523273251,1.78817682037374,2.195561652302,2.08901248127642,2.19314513317189,1.89000453210645
SPAG5,45,1.34641337353284,1.33928033365512,1.40695276914716,1.17815731174111,1.2206191277702,1.22963411739236,1.33043651829089,1.31819977611072,1.23685063466966
RPS3A,121,2.9545636223461,3.16510291202174,3.1266972961307,3.00138612697192,3.62502416930574,3.21184480394883,3.42501456506913,3.23662343503835,3.75647161894118
IREB2,51,1.96096686744469,1.93390533887935,1.97407773093785,1.76732830224545,1.87405896278173,1.81321182463901,2.0193828069673,1.97894318774775,1.9408337986664
TMF1,49,1.99301538817412,2.09779783772271,2.03483338156684,1.94358580291262,1.66101978894672,1.89714047805582,1.8751176673334,2.00375128648869,1.72932621181789
ATXN2,53,1.88802736221242,1.86162548558117,1.89621485344773,1.80307352929034,1.54841493671954,1.76532005743953,1.73288236204232,1.90978375249946,1.68854196966783
PSMD11,77,3.07851504409708,2.93464028287939,3.04496444509953,2.7907644510252,2.85598658192859,2.8538093102236,3.04134162546357,3.03680245860403,2.949111998829
RBM15,50,1.81393302483223,1.90966402254491,1.76925128240572,1.87344692117077,1.77653815392283,1.85813851241787,1.70563919628584,1.85350269159512,1.79007234632918
SERPINH1,89,2.96986863104541,3.01317636169021,2.9543854386194,2.96685011747117,2.67353609577096,2.91834772079522,2.96529141687177,3.0395460193912,2.60430356241777
NSF,62,-0.586011788032851,-0.696232569647597,-0.690406680391957,-0.829864150277279,-0.852458475092023,-0.87168224917597,-0.708178491269297,-0.656609876609336,-0.701138308100109
ALDOC,84,1.17584000955026,1.38085943740652,1.26110437873539,1.183951534072,0.736232359772663,1.04817921951078,1.07518693490066,1.28400292283272,0.746761035173403
PTPN23,55,1.78726507437015,1.63603486883691,1.73304106816451,1.6173439766123,1.9551146019156,1.64243148214919,1.89788240309275,1.81308277419441,2.08960508856966
LDLR,55,1.89955962914946,2.0684988198273,1.89936177000193,2.02539423719117,1.6709706748426,2.07565440295174,1.98822940456587,2.17850054365734,1.8626107652742
PLAA,45,1.44061990966978,1.34714064146991,1.51444972840075,1.22973514506494,1.38713921202831,1.2715803421929,1.4828449038139,1.39099477004305,1.54003653243838
ABCF2,75,2.52223229512879,2.39854697044739,2.56131633343873,2.36996351968195,2.86410264881029,2.40528610520313,2.64653900410316,2.48050743510754,2.99621719850201
FAF2,57,1.29641012767165,1.20889719763747,1.27149598458199,1.30350540474852,1.45535051443469,1.35067039946027,1.40777447060372,1.44585763449551,1.40845093453454
PRKAR1A,79,2.08007517455288,2.17558620931154,2.14770719346849,2.23662775505232,2.0284060591261,2.2334570298452,2.18884476388449,2.25137871270933,1.98346079532254
ERO1L; ERO1A,67,2.10724696250906,2.06883360623052,2.12652062733621,2.13121280608839,2.21328116453904,2.12574020280443,2.22878568940524,2.28641523279894,2.31523309352074
PARP4,52,1.86047966959398,1.71061823051584,1.90118053655417,1.81390900429981,2.15351069288664,1.93853342961476,2.11560043965078,1.97703623158145,2.22228357714082
BTAF1,42,1.41702156324652,1.15466905062467,1.44655347244384,1.36112580939463,1.9558415469279,1.48087699645731,1.68504497628011,1.42788177279526,2.09579743337371
CTDP1,49,1.99730028918662,1.96438312775521,2.00231262946805,1.92686734643778,1.96207819952334,1.9443961193425,2.02604852361212,1.9779485685833,1.91122702006735
SNRPA1,101,2.61335143748711,2.86764154418877,2.63256682769339,2.79008924930889,2.40193841380199,2.69370610776864,2.51305789711919,2.66170954557776,2.38933318182001
KIAA1598; SHTN1,70,2.45757781523067,2.61962984413928,2.44127894514155,2.33225544867623,1.99286335269916,2.32496803694214,2.20832336210858,2.38881363632892,2.05848219929973
RBM12,71,2.99767555126205,3.05949748059851,3.04163280053482,2.96707415583499,2.5810570275058,2.90820876304108,2.86387924687932,2.98026828087501,2.59218264669947
FANCI,57,2.44067511237276,2.30040709218715,2.36862644086432,2.35588833447022,2.7022386845848,2.39970329174303,2.52727375719605,2.41158340927175,2.78171292957301
RAD21,64,2.12487516695201,2.24880318039902,2.28022590767098,2.61924588848341,2.54440912371209,2.63833180471399,2.42615299991857,2.42763895615901,2.28245899549713
ZMYND8,45,1.14419010391405,1.15138502967738,1.18442457113743,1.19470554459337,1.07378206017432,1.20740417000889,1.12877949413461,1.21053875896006,0.982239996453213
RAE1,58,1.66293346633767,1.78699831233987,1.68048081373858,1.75293441567356,1.24829844151225,1.62211218906594,1.46354294444249,1.68526009403675,1.18752479639724
SORD,61,2.41190611637367,2.58376826113647,2.47785737792321,2.26052628823889,1.62243961589486,2.25771212549673,2.18897251515004,2.38974881173011,1.75129448933083
CHD1,50,2.02045777112233,1.75913873460096,1.9890807068446,2.05323621070907,2.70453290284487,2.14030879931905,2.3114929138606,2.07462919429362,2.79417903960639
C1QBP,159,3.06045122236364,3.40887122085778,3.18265831056634,3.16506714430664,3.02736901939709,3.15096822437918,3.07884535829441,3.1486840521822,3.00374125584094
CLIC1,100,3.1031722879248,3.36562538170273,3.18483186282815,2.86489581626529,2.59428338807349,2.85889374031751,2.92083203428043,2.96194069238291,2.65965288348111
KIF11,53,2.12336276374005,2.02305799194615,2.13258563961781,2.05323621070907,2.12954882308519,2.07904329757655,2.13050990311925,2.03094002511086,2.06511277447994
XPO7,49,2.01905361632169,1.83171550198946,1.97077492824618,1.82960050123839,2.33355351051793,1.94241814453255,2.11982816961421,1.97985431999849,2.56308271556804
ALDH2,50,1.98023571177345,2.01460210441972,1.99016859500196,2.08317160567356,1.82341640782749,2.00273624874961,1.94281638411595,2.09869709679081,1.66158086867708
TACC1,49,1.58506239305569,1.79875231925449,1.66460452209016,1.813410692727,1.37305768606639,1.76549907407221,1.42739882724788,1.55947990068667,1.16595474439528
TAGLN2,94,2.70412347116455,2.84416869175672,2.7254553894354,2.64318454461434,2.20364282778287,2.54750794339206,2.51718476230365,2.65788482248981,2.31410997630551
TUBG1,52,1.66784638150625,1.73664255575082,1.69446906756509,1.61353261440381,1.20895797781893,1.46795463779628,1.4850315157484,1.61000279787048,1.30009987968085
YWHAG,172,1.97825952100751,2.06010381068135,2.03000553483314,1.82449885373119,1.5599358207899,1.79631457533965,1.80941299742402,1.93903961956368,1.60041416146215
RPAP3,54,2.0298818906368,2.18920014360968,2.0689190653021,2.00923992248624,1.5909647509845,1.9098293136646,1.83372009384391,1.97587424034544,1.52520081425594
EPS15,49,1.98448295079355,2.06413951206134,1.99265212035077,1.85806657295723,1.5075498569671,1.79666497792584,1.79848628081741,1.90255087283991,1.5314521650339
POLRMT,48,1.34464442529035,1.10421419111757,1.33391348847517,1.39726521778438,1.99066579699492,1.3703427411351,1.56566015428588,1.31465877473269,2.01150975398249
AK2,96,3.03818724748946,3.26473043682156,3.07654812077017,3.1359699532095,2.68032567638277,3.04655961986629,2.92896250794088,3.10808415821587,2.61822749293617
ARHGAP29,48,1.9635048608145,1.74177476104614,1.93692131737662,1.70081023606262,2.07237497760876,1.75219147793776,2.06080883397462,1.92775180515521,2.25649036303037
TARDBP,62,1.5217627102937,1.55614335468747,1.5405683813627,1.51226489103226,1.21322036444459,1.49875448718756,1.40557741689214,1.57403376850507,1.12822683293458
KIF2C,48,1.54967070627159,1.52690733683089,1.57536410792436,1.52632020274166,1.80061287254653,1.61119691212011,1.58627252736749,1.61906933752305,1.77047874928557
NOP2,64,2.01646343242394,2.13043219627467,2.2495994695382,2.31240822836526,3.04912808865657,2.49605997547664,2.56959040269052,2.35166877248473,3.08020639056741
SEC23IP,79,2.78348320593885,2.84131043459706,2.78420162387169,2.61176644823577,2.54286173823415,2.62822823874088,2.69744573202609,2.74976130762469,2.60676560676141
CCAR1,60,2.30868121930574,2.31977773902906,2.38490676853161,2.35183333099293,2.21401056588133,2.3437332021796,2.34087979620648,2.45815425320688,2.17565622543805
CAPZA2,78,1.80195043899733,1.77506568845795,1.85756592449611,1.6176294232825,1.45565892538985,1.67995367353928,1.67422596286108,1.75397992985784,1.51208209114779
SMARCE1,58,-2.31564834699766,-2.10975383647906,-2.04227406748408,-2.02875016819382,-2.49771527796381,-2.03729841305265,-2.17225685849116,-1.97057931686793,-2.51615229348849
MTUS1,50,1.89698697640262,2.00259586389449,1.90217162546941,1.77979558764241,1.59049672339211,1.81882929827463,1.68694582016389,1.81901941747258,1.63115768489325
BUB3,107,2.38209189917237,2.52724845133101,2.38897776429378,2.37998188464998,1.96525864982182,2.32168476124119,2.1009426913594,2.30444624464282,1.97779786090948
SUGP2,45,1.50126580562185,1.41159256494612,1.41415000748359,1.47840284644799,1.99696593991037,1.57284120996412,1.6583513398489,1.54376981759801,1.98358924039393
THRAP3,72,2.65448580519719,2.85305956156676,2.75852892941423,2.84909943321462,2.31921891362245,2.74762247613732,2.47312130003767,2.68271879508672,2.26892723814994
TBCD,44,1.48636839446758,1.16948021384377,1.45310554011236,1.23953635301003,1.96785563144572,1.40177778568859,1.77544588084601,1.45767866558402,2.21185039637788
SMARCA1,67,0.836597164491065,0.662007484248804,0.814347528577345,1.32824965314794,1.84515903808062,1.30939758698366,1.18096624007471,1.03277709032464,1.63566009880937
CDK12,51,1.16184415170986,1.25234469688383,1.17748296171858,1.22249669455401,0.942626819155851,1.22443427380726,1.07643045893187,1.26033724410725,0.881620342597847
SCFD1,38,1.49138684062783,1.34846492370859,1.49946563075968,1.40907662844438,1.52568108990642,1.46927407546852,1.56949227685876,1.5029805889444,1.49668460402504
LARP4,85,2.28397223213369,2.34343724035429,2.31822015956489,2.21364904919283,1.86935950077278,2.15718984142948,2.08887556421825,2.23586089289486,1.87041139471514
CREBBP,52,0.143104962801678,-0.107936458484096,0.13904568855834,0.249885362668131,0.69206565344472,0.228855334625328,0.283709757347058,0.218140057860664,0.703123481483811
NFKB2,48,2.01653750225021,2.14454039091988,2.04690746901733,1.92939899667661,1.71104932711455,1.88012920902043,1.90676439013933,2.02517404225143,1.80671985476513
ST13,147,3.57707418053506,3.77641919568169,3.6523116326458,3.55504535457177,3.11686457020241,3.45671814377377,3.36934185643836,3.54290134017492,3.1466980147981
PSMA6,105,2.78152317010744,2.7746963296334,2.7783210347954,2.54824822154429,2.37000666822649,2.55348141426382,2.5587563502403,2.65207669657969,2.40744598894755
MAT2A,97,2.53350848212437,2.54299776005521,2.51967913637849,2.34455146547704,2.2392503162024,2.3949668902693,2.4279942776231,2.46497355646445,2.39615216106916
MPHOSPH10,55,2.11404723069137,2.2313229606987,2.15811579309419,2.19731791128603,1.88448166551441,2.1488426306738,2.08592870017875,2.18397376058006,1.81497212185455
VPRBP; DCAF1,50,1.92669326455813,1.76029999094909,1.97423481881267,1.91111774986097,2.46160861473605,2.02578611421552,2.17968110277176,2.02878048119527,2.45319582242983
PCNT,48,0.878604320562754,0.887667619419164,0.867410234736322,0.959887615241717,1.18075466689226,1.05376025177407,0.991529005853748,0.925432013921743,1.08900826771107
BMS1,54,1.26245989064712,1.18438807101965,1.37696780818839,1.56778124547047,2.33467179213418,1.73875998719751,1.69910609135997,1.41618022808385,2.31242365940938
RAVER1,48,0.430982336412004,0.479445657128567,0.324949188621682,0.482692381257264,-0.0925644202938471,0.382415573435672,0.0491037598397828,0.282123889115381,-0.143968904266542
IGF2BP2,61,2.05966068482363,2.0871943387298,2.00807803626531,1.98008321639685,1.68944558787644,1.88763231201435,1.88933853201852,1.97221616302113,1.72986228769454
CTPS1,63,1.71306340898145,1.71985698514882,1.78447039060782,1.50508269478488,1.45596727042879,1.48696937579159,1.64825896101815,1.64101831035669,1.54961159199126
PPFIA1,51,1.39017520897844,1.37859266084811,1.43107229773184,1.20043381583624,1.38767807396297,1.31589043003775,1.42066942198817,1.3616806641215,1.43000748330676
RBM4,83,-0.391456078743921,-0.588407435053876,-0.465384391766719,-0.428775918788601,-0.856536767676102,-0.504047909738661,-0.598275496498641,-0.391174693973758,-0.912903219870167
ATP2C1,37,1.06461236266802,0.929266562454442,1.04944440431756,1.04964417394313,1.46692203827357,1.11545393776624,1.2761535370909,1.10349326951899,1.54309004105756
CCDC47,73,2.24220635126777,2.37826854468823,2.33733712438518,2.34150167325712,2.27638813296404,2.40700838361008,2.28424797598448,2.42045741781884,2.27034931321914
USP19,46,1.47487788976667,1.40662157898468,1.45254187726445,1.46683092685221,1.48798217563707,1.44544931392172,1.49250341008958,1.48044890911248,1.54056045026555
PNP,71,2.44084070780931,2.44276996558367,2.46220632947615,2.22068139303732,2.04394123302423,2.18649854680871,2.34076481294023,2.36339547430354,2.10692427994988
PLOD3,61,2.12748377118166,2.18587041899582,2.13124788759902,2.11539861942684,1.98917522610841,2.06551239253113,2.11311170012352,2.21504806535714,1.97003967932276
PPP1CB,79,1.08622830634301,1.05463764429419,1.11431357167486,0.972589450717805,0.786298045035863,1.0371002598209,1.01923911939775,1.17032415245533,0.85406537955855
MAGI1,45,1.46405573234452,1.51732323745655,1.48498590569955,1.4510067363249,1.1178392544243,1.37386953976455,1.30790945221839,1.42253034347616,1.10101642959384
BUB1B,46,1.44315705035811,1.35616576957144,1.45299282515931,1.3066955101476,1.61638326094435,1.46111825290562,1.39376600623214,1.32434308477482,1.5752364832111
PPAT,59,2.17994629210642,2.16460180224217,2.1970647519162,1.94851084525543,1.80562195483315,1.87739863343834,2.05514338183842,2.12424422933366,1.85596093768443
RAB3GAP1,43,1.78370082341281,1.76179166267345,1.8321372721409,1.66958027925782,1.93888136936526,1.77335389540581,1.93056783839443,1.91238914998257,2.01911133484919
EFTUD1; EFL1,45,1.60578955923406,1.62524034459523,1.59786573658839,1.34593038557331,1.3565270236545,1.41061848966148,1.51967554237388,1.54757374623763,1.51643867517534
EIF3M,55,1.98576982107827,1.80197802219896,1.9682534222622,1.87472124612137,1.9037482263177,1.88483351897692,2.09638677270796,1.9953380941134,1.98602752649086
MYO1B,54,1.78143599556795,1.58498592298649,1.83386961509747,1.92394659895357,2.70682347855984,2.0245899735804,2.1147265067925,1.75862068992184,2.78005000814455
CD109,52,1.75433241876459,1.76493569164924,1.70766179202185,1.69098767027853,1.49360007594853,1.64389283390417,1.72126965555937,1.82465513258929,1.59966016153976
AP2A2,56,1.54310412907068,1.27120372413515,1.52037854664117,1.43252141586,1.93261726336414,1.48762060738897,1.72726363148035,1.66336034463181,2.07110874495227
SQSTM1,76,1.84245872301352,1.86610135503759,1.91826376977662,2.11101239664842,1.74011988903497,2.05551820695612,1.78325158935851,1.85666263693872,1.52458301439416
ACO1,54,2.28378761443033,2.30683614905021,2.28858754448711,2.15893494724495,1.98995619339944,2.11559438021375,2.24337535094296,2.29356143491478,2.14692741455068
STAT1,62,1.9896235589772,1.78039035041785,1.95502231978674,1.84885630285297,2.09538516779644,1.8455774980708,2.07172706696372,1.97404636110417,2.21371314039507
UFL1,55,2.15647647724188,1.92934031044377,2.04586155055339,2.17538072425508,2.54725777199667,2.18750095209319,2.31728981713035,2.19278796855222,2.56505824565618
RPS4X,133,2.07104563665279,2.2034798185892,2.42338402598815,2.31017295059796,3.1325418004751,2.48935578918532,2.72845065493882,2.34339012339066,3.37510828346281
NCOA5,73,1.62359962720235,1.74789267883692,1.63609572022176,1.72476886711161,1.29282202603352,1.5954733785073,1.44878840237164,1.61672816337945,1.17374365716207
NUDC,148,4.31987377441633,4.46156860600519,4.38160911083005,4.18738488131866,3.87528907853194,4.13410045142432,4.12554605850006,4.20254243979524,3.90484890541208
FDXR,55,-0.870528620428434,-0.647019595168921,-0.928068507300197,-0.449756625266907,-1.25971132535023,-0.575257429025017,-1.09370172209591,-0.638192242979603,-1.40235243358908
SSB,118,3.28169362766399,3.43658296487095,3.30244808382133,3.21566179056252,2.97547526422183,3.24428744698335,3.20690467430177,3.30794641056591,3.05857365285277
SNRNP70,103,3.7808910353218,4.01052978914788,3.80645088796576,3.93647170127594,3.33796568159059,3.79260824174525,3.52129985615141,3.7553592142247,3.26665955407008
FYCO1,46,1.44744898735735,1.51329459552819,1.482337543247,1.41039526213285,1.33869044387157,1.44310101313903,1.43258721689342,1.48733863910426,1.3029848585843
GTPBP4,55,2.00404011736352,2.00826241492106,2.13680199441888,2.40461732061393,3.19547932920121,2.46017847643039,2.41603832307104,2.15778903889069,3.22863751712422
HELLS,51,1.68593595700802,1.45649851424605,1.58845571075925,1.73822046163805,2.27958540342743,1.81779387116735,1.75393254857778,1.66305096365756,2.15379250026654
FKBP5,79,2.83617756903661,2.83360807842821,2.87306571796025,2.78174982604838,2.58430448700809,2.7802805499272,2.7641720995015,2.8462538631764,2.61217566748479
ME2,55,2.05404259418984,2.02450852690466,2.01466080307211,2.08117212358879,2.05287013736015,2.02854839695609,2.09304569991933,2.10986346402735,2.07521279987772
CUL1,61,1.74845766529273,1.41338637140835,1.60041223889266,1.48216994958728,2.07819540649893,1.60790615995207,1.85561393021468,1.61864395198528,2.27229580891117
ERCC6L,43,1.87966341853118,1.65863067879253,1.84327449631255,1.64327801065311,2.0279222000177,1.70686268251777,1.95871297324396,1.81586861769823,2.11855092996115
DHX29,43,1.57433449558311,1.34061184740066,1.51066411866926,1.45292762652183,1.99647141867612,1.55782906709974,1.65224879452601,1.49071309369635,2.20817264045338
CLIP2,48,1.94213923819308,2.09253875948167,1.94944005352948,1.96273656963393,1.50516802516921,1.86048681320056,1.74839536141365,1.89580827198698,1.50592491725458
MTA1,54,1.76759582770947,1.66732324207155,1.87735582619641,1.8900835317854,2.53869489716195,2.09144918171476,2.21918514251263,2.04794301620923,2.62165662980152
NLRP2,47,1.6964229312097,1.44096061924131,1.70898389269515,1.54475005041465,2.01179321314263,1.65842551042203,1.82347043408427,1.6636696592746,2.25185874339311
BAZ2A,50,1.23941657357683,0.911307779048769,1.05524763081035,1.14196883163996,1.81005098497847,1.29285018863969,1.33633097448465,1.18375810572414,1.85209698138043
WDR44,46,1.8053842024674,1.82269170242497,1.88012499594871,1.68564283936152,1.75506501001246,1.66755439350633,1.86715619334105,1.86206363547566,1.82812126248346
LOC101060545; RPIA,41,1.47853900767339,1.53933021649902,1.46656779991893,1.29817283661393,0.951109843634596,1.25408061847511,1.20112092828974,1.29136123871001,0.956688834315377
PPP3CA,61,1.94463268960007,1.90966402254491,1.8943068007306,1.74485596250925,1.69354824784421,1.78593922498941,1.83983511772488,1.92508802368623,1.84249780088067
FNDC3A,49,1.37892651534548,1.26642446095327,1.31506090425723,1.34547089196615,1.47941298245677,1.3718720791942,1.46174651017301,1.46704261483835,1.52907808154195
DPP3,51,1.98129869432627,2.00301637253217,1.95971065568062,1.70323304901605,1.717236366375,1.77806408760632,1.91172690619093,1.93980603668574,1.86853474057805
CRKL,60,1.97810739415116,2.14434979774425,2.10272099917577,1.91561309637827,1.53456464801723,1.81891555033222,1.8395096366088,1.94176281044528,1.56162080052058
PHB2,105,2.54469721688702,2.5810951699454,2.5008293140955,2.8265581407303,2.66458156100862,2.71128363428252,2.56747922510273,2.45851084106638,2.78451707416334
NUDCD1,51,1.82260094830721,1.84311218792984,1.81364540176417,1.59528985451003,1.59002854391667,1.73657007589338,1.65039443046494,1.78217307310934,1.75363120429437
ST14,53,1.73132044131792,1.89931024594918,1.75779909758337,1.8626497518058,1.44937490692198,1.77850765257243,1.65890483881632,1.82695850671093,1.43687187546401
DLGAP5,54,1.78465795052188,1.73874812698316,1.70964448896417,1.69143971322156,1.71500521728273,1.72086999082761,1.50835623005458,1.58278336724909,1.58051111419187
GNB1,71,1.00642893304478,1.05814916737804,1.09667316202116,1.18279454979364,0.763725869794321,1.15984805712469,1.02869193517756,1.25144730957789,0.703903274509059
AP3B1,54,2.1249438748954,1.89145800318975,2.11943607646199,1.98599136917762,2.59619631291033,2.05625005653347,2.39254624938996,2.14698888807798,2.7821191301068
